open,high,low,close,pre_close,change,pct_chg,vol,amount,label
0.011261775620896374,0.01073665782203135,0.011277658815132048,0.010879031254751802,0.01013615516225037,0.85,9.9532,-3.553594156968689,-3.415364505569406,1.0
0.014887239508992291,0.017465875208578382,0.014903640256959312,0.01768015371642637,0.012149008669647608,4.37,43.9638,-3.553594156968689,-3.415364505569406,1.0
0.0026976876962603482,0.002530295155510573,0.0025838686652391147,0.002488215534758989,0.00260233203456357,0.02,0.6061,-0.9287106141436456,-1.8212233359332195,1.0
0.02549243505566657,0.0243728971195667,0.025510349750178445,0.024660980633389087,0.02316219286012106,1.76,10.0,-3.553594156968689,-3.415364505569406,1.0
0.006280331144733085,0.005990644746560166,0.0062384011420414,0.0060270109619717715,0.006340488548301297,-0.02,-0.339,-0.4068637777370866,-0.8490276894711567,1.0
0.0027547816157579216,0.0026397133243975172,0.002726623840114204,0.002612626311496939,0.002817994910356132,-0.04,-1.1594,1.0550899297953504,0.2439394437536535,1.0
0.010562375107051098,0.010312662417594442,0.010164168451106351,0.010008155817586156,0.010553103388782657,-0.07,-0.7928,1.0357393050069488,0.9445608718234344,1.0
0.039694547530687976,0.03824165002598681,0.039100642398286936,0.03823557871746313,0.03998389717194082,-0.12,-0.4096,-0.7706034363041933,-0.004705085709788138,1.0
0.002726234656009135,0.002557649697732309,0.002683797287651677,0.002598802891859388,0.002731729760039107,0.01,0.295,0.2704220429523347,-0.5709203368144752,1.0
0.021324578932343703,0.020556938479634544,0.020999286224125627,0.02055542500103676,0.02165255272957313,-0.16,-0.9668,-1.8045078953715925,-1.5077177533774129,1.0
0.007850413930916357,0.0075498536531991125,0.007751605995717344,0.0075890573810149155,0.007907638779060573,0.02,0.2861,-0.3758244874864714,-0.6846172425249547,1.0
0.002954610333999429,0.002940613288836612,0.0029550321199143478,0.0028614478649728364,0.0029473926358316678,0.05,1.4124,0.9271146968001512,0.15520858397259046,1.0
0.03105909220667999,0.03298957791941352,0.030763740185581732,0.03336973500504555,0.03140051471539688,2.33,9.9871,0.2632672862770467,0.9523526177102348,1.0
0.024479017984584638,0.023825806275131985,0.024354032833690226,0.02372098809803569,0.024858740816355872,-0.1,-0.5325,-1.7873663208726205,-1.3878459543849222,1.0
0.00109905795032829,0.0010394726044259646,0.0010992148465381868,0.0010367564728162454,0.0011214469541213179,0.0,0.0,1.3769199822485405,0.2651049511201991,1.0
0.003482729089351984,0.0033509314221626513,0.0034689507494646684,0.0033590909719246357,0.0035081161128923274,0.02,0.5089,-0.5624027783327262,-1.3121854802924104,1.0
0.005823579788752498,0.0056350356976776,0.005824411134903641,0.005667602051395475,0.005923540321769011,0.01,0.1783,0.41215547351390985,-0.043292662919145984,1.0
0.02733371395946331,0.02620565144842301,0.02535331905781585,0.02647184860590813,0.028525009704829407,-0.66,-3.0942,0.21690783200899136,0.7271107190320638,1.0
0.014344847273765345,0.013800366550865771,0.014218415417558885,0.013892536735737688,0.014463790203154431,0.02,0.1732,-0.7621463348309744,-0.7007068818792137,1.0
0.035341136168998,0.033892277812730805,0.034703783012134184,0.03397796546909775,0.03536871162998002,0.01,0.0383,-1.400100402488513,-0.737328018509273,1.0
0.0310305452469312,0.029857482835024755,0.030706638115631693,0.03006593771167112,0.031285494514974185,0.02,0.086,-1.8334647126176555,-1.27348006518866,1.0
0.013302883242934629,0.01288398938643762,0.013219129193433262,0.012966367620021842,0.0134142308742973,0.08,0.7394,-1.0358971514886202,-1.0316816906976471,1.0
0.009620325435341135,0.009355253439833686,0.009436117059243396,0.009206397478608259,0.009791094560982276,-0.12,-1.4458,1.8207971300102743,1.6984382430102505,1.0
0.003439908649728804,0.0033509314221626513,0.00345467523197716,0.0033452675522870844,0.0035081161128923274,0.01,0.2545,-0.05241258991069047,-0.7874023701187441,1.0
0.0278047387953183,0.026998933172853352,0.027337615988579592,0.026928021453947282,0.027964286227768757,0.06,0.2865,-1.0130062440848933,-0.5061758956725607,1.0
0.007136739937196688,0.0068112810132122436,0.006966452533904354,0.006759652202761921,0.007116874901154516,-0.03,-0.4658,-0.3905612318067372,-0.7662648459694054,1.0
0.0016842706251784184,0.0017233361599693624,0.0016702355460385444,0.0016311635172308928,0.0017396805313933267,0.0,0.0,1.1187707019631143,0.13453795262431956,1.0
