trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,yield,label
2018-07-04,603693.SH,14.26,14.26,14.26,14.26,12.96,1.3,10.03,444.53,633.9,0.83,1.0
2018-07-04,002618.SZ,11.67,12.13,11.61,11.81,11.78,0.03,0.25,50093.53,59623.641,0.79,1.0
2018-07-04,002755.SZ,9.65,9.73,9.43,9.51,9.73,-0.22,-2.26,10846.3,10362.575,0.71,1.0
2018-07-04,300747.SZ,106.96,106.96,106.96,106.96,97.24,9.72,10.0,1444.8,15453.58,0.7,1.0
2018-07-04,000955.SZ,4.25,4.25,4.1,4.14,4.26,-0.12,-2.82,59608.12,24744.428,0.68,1.0
2018-07-04,000557.SZ,3.25,3.3,3.22,3.23,3.3,-0.07,-2.12,32488.43,10600.082,0.58,1.0
2018-07-04,002243.SZ,5.64,5.77,5.61,5.69,5.7,-0.01,-0.18,16344.78,9276.375,0.55,1.0
2018-07-04,002628.SZ,4.41,4.42,4.29,4.31,4.4,-0.09,-2.05,57824.99,25237.281000000006,0.53,1.0
2018-07-04,600225.SH,2.81,2.81,2.73,2.74,2.81,-0.07,-2.49,17899.0,4937.372,0.48,1.0
2018-07-04,002504.SZ,3.28,3.39,3.27,3.32,3.31,0.01,0.3,55338.96,18392.782,0.45,1.0
2018-07-04,002278.SZ,7.19,7.94,7.19,7.55,7.22,0.33,4.57,104133.86,79805.102,0.44,1.0
2018-07-04,002256.SZ,3.29,3.65,3.29,3.38,3.66,-0.28,-7.65,358595.79,122047.043,0.41,1.0
2018-07-04,603183.SH,21.57,22.18,21.12,21.36,21.67,-0.31,-1.43,19458.4,42163.372,0.4,1.0
2018-07-04,000046.SZ,5.12,5.16,4.66,4.66,5.18,-0.52,-10.04,540218.63,261197.592,0.39,1.0
2018-07-04,603650.SH,28.57,28.57,28.57,28.57,25.97,2.6,10.01,2253.76,6438.991999999998,0.37,1.0
2018-07-04,600801.SH,14.5,14.88,14.38,14.53,14.45,0.08,0.55,131581.74,192807.341,0.36,1.0
2018-07-04,000962.SZ,5.43,5.45,5.26,5.28,5.43,-0.15,-2.76,17834.52,9526.652,0.36,1.0
2018-07-04,300390.SZ,8.31,8.38,7.92,8.04,8.39,-0.35,-4.17,41637.01,33915.558,0.34,1.0
2018-07-04,000819.SZ,9.91,10.08,9.74,10.03,10.06,-0.03,-0.3,23189.26,22922.792,0.33,1.0
2018-07-04,300284.SZ,7.67,7.67,7.42,7.48,7.7,-0.22,-2.86,26086.18,19686.161,0.32,1.0
2018-07-04,000985.SZ,13.57,13.57,13.14,13.27,13.55,-0.28,-2.07,4507.01,5982.194,0.32,1.0
2018-07-04,300492.SZ,22.52,22.76,21.71,22.09,22.77,-0.68,-2.99,5974.72,13209.586,0.31,1.0
2018-07-04,002066.SZ,7.39,7.76,7.33,7.49,7.43,0.06,0.81,28642.25,21506.576,0.3,1.0
2018-07-04,000860.SZ,35.1,36.14,34.91,35.54,35.52,0.02,0.06,116125.17,413420.98,0.29,1.0
2018-07-04,300458.SZ,18.4,18.43,17.48,17.64,18.48,-0.84,-4.55,47557.26,85521.98199999999,0.29,1.0
2018-07-04,600782.SH,5.53,5.68,5.51,5.56,5.43,0.13,2.39,460278.25,257707.515,0.29,1.0
2018-07-04,002746.SZ,11.66,11.86,11.5,11.67,11.85,-0.18,-1.52,25607.67,29819.847,0.29,1.0
2018-07-04,002205.SZ,12.03,12.06,11.71,11.79,12.01,-0.22,-1.83,6377.0,7576.879,0.29,1.0
2018-07-04,000721.SZ,3.95,3.95,3.89,3.92,3.94,-0.02,-0.51,13904.0,5444.177,0.28,1.0
2018-07-04,000401.SZ,8.98,8.98,8.6,8.71,8.94,-0.23,-2.57,132228.33,116005.288,0.28,1.0
2018-07-04,600326.SH,5.77,5.82,5.68,5.72,5.79,-0.07,-1.21,57632.11,33064.958,0.28,1.0
2018-07-04,601003.SH,7.59,7.86,7.45,7.51,7.41,0.1,1.35,446188.69,341795.167,0.28,1.0
2018-07-04,600131.SH,5.99,6.18,5.9,6.1,6.0,0.1,1.67,36046.41,21940.234,0.28,1.0
2018-07-04,002458.SZ,18.23,18.28,17.32,17.56,18.25,-0.69,-3.78,46633.37,82989.0,0.28,1.0
2018-07-04,603021.SH,6.75,6.77,6.12,6.28,6.75,-0.47,-6.96,32255.69,20649.51,0.28,1.0
2018-07-04,600720.SH,6.57,6.65,6.54,6.64,6.59,0.05,0.76,68853.46,45445.567,0.28,1.0
2018-07-04,002110.SZ,15.2,15.8,15.11,15.43,14.85,0.58,3.91,353541.06,548945.7339999999,0.28,1.0
2018-07-04,300602.SZ,28.51,28.88,27.81,27.99,28.71,-0.72,-2.51,11946.53,33681.503,0.27,1.0
2018-07-04,600810.SH,15.21,15.62,14.68,14.79,15.41,-0.62,-4.02,145260.88,219090.852,0.27,1.0
2018-07-04,000877.SZ,6.8,6.82,6.66,6.69,6.79,-0.1,-1.47,81879.47,55114.696,0.26,1.0
2018-07-04,600866.SH,3.74,3.78,3.62,3.7,3.79,-0.09,-2.37,23234.68,8596.011999999999,0.26,1.0
2018-07-04,603086.SH,19.01,19.12,18.38,19.0,19.25,-0.25,-1.3,10569.83,19798.688,0.26,1.0
2018-07-04,600139.SH,4.19,4.21,4.1,4.12,4.24,-0.12,-2.83,49245.27,20412.3,0.26,1.0
2018-07-04,002564.SZ,5.82,5.82,5.63,5.63,5.75,-0.12,-2.09,27321.16,15567.152,0.25,1.0
2018-07-04,600278.SH,8.0,8.06,7.84,7.91,8.03,-0.12,-1.49,23636.0,18751.196,0.25,1.0
2018-07-04,600679.SH,11.02,12.4,10.89,12.4,11.27,1.13,10.03,36925.03,43947.83,0.25,1.0
2018-07-04,002875.SZ,15.42,15.45,14.94,15.08,15.41,-0.33,-2.14,15418.9,23315.035,0.25,1.0
2018-07-04,300260.SZ,17.62,17.97,17.36,17.7,17.86,-0.16,-0.9,13286.0,23465.918,0.24,1.0
2018-07-04,300358.SZ,9.77,9.79,9.52,9.55,9.85,-0.3,-3.05,7769.39,7487.2559999999985,0.24,1.0
2018-07-04,002234.SZ,11.81,11.81,11.18,11.54,11.85,-0.31,-2.62,44715.84,51810.33900000001,0.24,1.0
2018-07-04,600458.SH,7.3,7.44,7.3,7.36,7.34,0.02,0.27,19432.0,14306.424,0.23,1.0
2018-07-04,600789.SH,10.29,10.45,10.04,10.14,10.3,-0.16,-1.55,177045.67,181127.198,0.23,1.0
2018-07-04,300046.SZ,12.12,12.25,11.8,12.0,12.33,-0.33,-2.68,80915.44,97282.64,0.23,1.0
2018-07-04,002302.SZ,10.86,10.94,10.65,10.7,10.9,-0.2,-1.83,50030.35,53910.956,0.23,1.0
2018-07-04,601028.SH,5.03,5.06,4.9,4.93,5.09,-0.16,-3.14,19477.8,9686.47,0.23,1.0
