open,high,low,close,pre_close,change,pct_chg,vol,amount,label
0.01495057953494987,0.015429105464548322,0.01507014172040307,0.015139313899178613,0.015057573073516385,-0.06,-0.6129,0.3679635974971857,0.3892219761061029,1.0
0.004302069259759653,0.0044964821639540825,0.00438273489842473,0.004599058714053078,0.0044995571302037215,0.01,0.2611,-0.7391936680735745,-1.5020212665814463,1.0
0.005937566664296382,0.005942409761774611,0.005945431358108957,0.0060127771514468225,0.005881310894596989,0.02,0.4338,-1.0017361266196836,-1.5967353771181736,1.0
0.009173007181966864,0.009204563488564828,0.00919655847538304,0.009287593278574112,0.009193976970770594,-0.02,-0.3086,-0.6267866806441388,-0.9505878793679888,1.0
0.002862120457939273,0.003279786990178272,0.002891886551829432,0.0033642919775952467,0.002781222320637732,0.29,10.1399,1.3954479394090094,0.4765500212826074,1.0
0.0047820521936997795,0.004831514168327132,0.004849747633502774,0.004849591095363361,0.004765279007971657,0.0,0.0,-0.4088411837785925,-1.1244485638744115,1.0
0.01546611676029297,0.015975736629578036,0.015447344314119947,0.016105653084232563,0.015376439326837913,0.3,3.009,-0.18615110170219576,-0.1430952429538129,1.0
0.04090521225911968,0.04237273192149671,0.03851058861566648,0.03851040604140942,0.04054915854738707,-1.39,-5.7486,2.1170656498531315,2.8673541043501185,1.0
0.017386048496053474,0.017474564017562727,0.017171699028254273,0.01741200050106476,0.017325066430469445,-0.07,-0.6323,-0.7966940544893565,-0.6892341591527705,1.0
0.013261750693308684,0.013418913438310028,0.013112280638729724,0.013117159678602743,0.013321523472099205,-0.21,-2.3837,0.2484519476137818,0.16852654224691116,1.0
0.0401052407025528,0.041543968542258114,0.04055825983870098,0.040872568493763535,0.03950398582816652,0.52,2.2043,0.4551374606421593,1.2129338314161076,1.0
0.0030398919149541353,0.003068187829521609,0.003053544806279525,0.003060074086004188,0.0030646589902568644,-0.04,-1.3245,-0.028429650612748592,-0.9817213258707512,1.0
0.014772808077935006,0.015817037259085537,0.0143157365329693,0.014691934646838819,0.014260407440212576,0.14,1.4989,2.881998946611138,2.8907303813239107,1.0
0.013990613667069616,0.014459275978205285,0.014064268137158043,0.01444140226552853,0.013906111603188664,0.2,2.1882,-0.0903148063715967,-0.11294167596964495,1.0
0.013243973547607198,0.013313113857981696,0.013291900921452049,0.013260321039351479,0.013179805137289636,-0.05,-0.5727,0.1400631464969571,0.06210070996863645,1.0
0.003395434828983859,0.003438486360670769,0.003448709428268639,0.003435872657969614,0.0034012400354295827,-0.02,-0.6231,0.6751355704570222,-0.2208986610707517,1.0
