,5折交叉验证准确率,训练准确率,测试准确率
0,0.5380116959064327,0.5639152666179693,0.5422740524781341
1,0.5380116959064327,0.5522279035792549,0.5364431486880467
2,0.5380116959064327,0.547845142439737,0.5539358600583091
3,0.5672514619883041,0.5756026296566837,0.5510204081632653
4,0.5672514619883041,0.5595325054784515,0.5247813411078717
5,0.5526315789473685,0.5631848064280497,0.5072886297376094
6,0.5672514619883041,0.545653761869978,0.5422740524781341
7,0.5526315789473685,0.5588020452885317,0.5626822157434402
8,0.5672514619883041,0.5704894083272462,0.565597667638484
9,0.5497076023391813,0.5785244704163623,0.5393586005830904
10,0.564327485380117,0.5734112490869248,0.5626822157434402
11,0.5584795321637427,0.5719503287070855,0.5510204081632653
12,0.5584795321637427,0.5712198685171658,0.5889212827988338
13,0.5497076023391813,0.579254930606282,0.5335276967930029
14,0.5497076023391813,0.5712198685171658,0.597667638483965
15,0.564327485380117,0.5836376917457998,0.5422740524781341
16,0.5497076023391813,0.5690284879474069,0.5597667638483965
17,0.564327485380117,0.5799853907962016,0.5422740524781341
18,0.5497076023391813,0.5507669831994156,0.6064139941690962
19,0.564327485380117,0.5719503287070855,0.5947521865889213
20,0.5467836257309941,0.5704894083272462,0.5597667638483965
21,0.5555555555555556,0.5821767713659606,0.49271137026239065
22,0.5409356725146199,0.5719503287070855,0.577259475218659
23,0.5555555555555556,0.5719503287070855,0.5568513119533528
24,0.5409356725146199,0.577063550036523,0.5539358600583091
25,0.5555555555555556,0.5602629656683711,0.5597667638483965
26,0.5409356725146199,0.5763330898466034,0.565597667638484
27,0.5555555555555556,0.5697589481373265,0.5510204081632653
28,0.5409356725146199,0.5748721694667641,0.5743440233236151
29,0.5555555555555556,0.5558802045288532,0.6005830903790087
30,0.5555555555555556,0.5777940102264426,0.5539358600583091
31,0.5555555555555556,0.6026296566837107,0.5568513119533528
32,0.5555555555555556,0.5697589481373265,0.5830903790087464
33,0.5555555555555556,0.5719503287070855,0.5247813411078717
34,0.5555555555555556,0.5609934258582907,0.5510204081632653
35,0.5555555555555556,0.5821767713659606,0.5422740524781341
36,0.5555555555555556,0.5704894083272462,0.5451895043731778
37,0.5555555555555556,0.5821767713659606,0.5422740524781341
38,0.5409356725146199,0.5799853907962016,0.5626822157434402
39,0.5555555555555556,0.5924032140248356,0.5306122448979592
40,0.5555555555555556,0.5843681519357194,0.5481049562682215
41,0.5555555555555556,0.5756026296566837,0.5422740524781341
42,0.5409356725146199,0.5887509130752374,0.5860058309037901
43,0.5555555555555556,0.5763330898466034,0.577259475218659
44,0.5555555555555556,0.5573411249086925,0.5481049562682215
45,0.5555555555555556,0.5756026296566837,0.5422740524781341
46,0.5409356725146199,0.5734112490869248,0.5626822157434402
47,0.5555555555555556,0.5902118334550767,0.5247813411078717
48,0.5409356725146199,0.5690284879474069,0.5597667638483965
49,0.5555555555555556,0.5887509130752374,0.5743440233236151
50,0.5555555555555556,0.5799853907962016,0.565597667638484
51,0.5555555555555556,0.5551497443389335,0.5626822157434402
52,0.5555555555555556,0.5748721694667641,0.5918367346938775
53,0.5555555555555556,0.5836376917457998,0.5597667638483965
54,0.5409356725146199,0.577063550036523,0.5539358600583091
55,0.5555555555555556,0.5807158509861212,0.5160349854227405
56,0.5555555555555556,0.591672753834916,0.5510204081632653
57,0.5555555555555556,0.5668371073776479,0.60932944606414
58,0.5409356725146199,0.5617238860482103,0.565597667638484
59,0.5555555555555556,0.581446311176041,0.5714285714285714
60,0.5409356725146199,0.581446311176041,0.5131195335276968
61,0.5409356725146199,0.5748721694667641,0.5306122448979592
62,0.5409356725146199,0.5785244704163623,0.5276967930029155
63,0.5409356725146199,0.5763330898466034,0.5597667638483965
64,0.5409356725146199,0.5734112490869248,0.5393586005830904
65,0.5409356725146199,0.5799853907962016,0.5393586005830904
66,0.5409356725146199,0.5602629656683711,0.5597667638483965
67,0.5409356725146199,0.577063550036523,0.5626822157434402
68,0.5409356725146199,0.5566106647187729,0.5510204081632653
69,0.5409356725146199,0.5829072315558802,0.5510204081632653
