trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,yield,label
2019-04-29,300748.SZ,23.09,23.3,20.75,20.75,23.05,-2.3,-9.9783,-0.6976010274080086,-0.22395886431406484,1.62,1.0
2019-04-29,000713.SZ,6.93,7.06,6.47,6.52,6.95,-0.43,-6.1871,0.3973659244981203,-0.06966624759417779,1.14,1.0
2019-04-29,000795.SZ,4.82,4.86,4.55,4.58,4.8,-0.22,-4.5833,0.3766537638106564,-0.43753683020031653,1.12,1.0
2019-04-29,300772.SZ,10.33,10.33,10.33,10.33,9.39,0.94,10.0106,-3.612914224031103,-3.406330906578438,0.92,1.0
2019-04-29,002905.SZ,20.69,21.4,20.34,20.95,20.69,0.26,1.2566,-0.5185002518028335,-0.0602790056269856,0.78,1.0
2019-04-29,300169.SZ,5.53,5.59,5.08,5.08,5.53,-0.45,-8.1374,-0.3251214300230759,-1.1205420257902556,0.77,1.0
2019-04-29,002119.SZ,11.38,11.61,10.9,11.1,11.4,-0.3,-2.6316,-0.7279317424608196,-0.87770092809102,0.69,1.0
2019-04-29,300480.SZ,11.22,11.36,10.42,10.58,11.31,-0.73,-6.4545,-1.3788819932537943,-1.6510877734446132,0.68,1.0
2019-04-29,600313.SH,2.86,2.89,2.66,2.73,2.87,-0.14,-4.878,0.41245178664383625,-0.879889244021439,0.64,1.0
2019-04-29,600980.SH,12.36,12.51,12.18,12.22,12.35,-0.13,-1.0526,-1.0095117296548537,-1.1110864084868213,0.64,1.0
2019-04-29,002481.SZ,4.15,4.19,3.86,3.91,4.11,-0.2,-4.8662,1.1810977031834509,0.34255355609662436,0.61,1.0
2019-04-29,002041.SZ,6.43,6.47,6.02,6.05,6.41,-0.36,-5.6162,0.23025351234660343,-0.3366922746523984,0.59,1.0
2019-04-29,600734.SH,8.09,8.17,7.28,7.33,8.09,-0.76,-9.3943,0.5981949147819565,0.27018203065360696,0.57,1.0
2019-04-29,600206.SH,9.19,9.19,8.36,8.44,9.1,-0.66,-7.2527,0.9122668852894363,0.7517612483551043,0.55,1.0
2019-04-29,600476.SH,15.5,15.67,14.6,14.61,15.57,-0.96,-6.1657,-0.7477096240373319,-0.6217040838877963,0.55,1.0
2019-04-29,000831.SZ,11.41,11.44,10.72,10.82,11.41,-0.59,-5.1709,0.6348965199044151,0.6625176723791026,0.53,1.0
2019-04-29,600127.SH,3.44,3.46,3.26,3.28,3.43,-0.15,-4.3732,-0.04672669449826753,-1.230185770828236,0.52,1.0
2019-04-29,600371.SH,7.6,7.61,7.2,7.22,7.58,-0.36,-4.7493,-0.5689288658850246,-1.0948965182110808,0.5,1.0
2019-04-29,300671.SZ,19.74,20.45,19.58,19.62,19.94,-0.32,-1.6048,-1.0671031248502487,-0.7234988196080406,0.49,1.0
2019-04-29,603701.SH,13.42,13.52,12.52,12.54,13.59,-1.05,-7.7263,-0.9446914265243069,-0.998660687828367,0.48,1.0
2019-04-29,600338.SH,26.79,26.9,25.5,25.6,27.16,-1.56,-5.7437,-0.5218076740616852,0.15971614860891756,0.43,1.0
2019-04-29,603739.SH,27.42,27.54,24.62,24.63,27.35,-2.72,-9.9452,-0.4354366970028956,0.2272093574577612,0.43,1.0
2019-04-29,300330.SZ,8.91,9.02,8.31,8.33,8.9,-0.57,-6.4045,-0.7112579863810061,-1.1078422666862897,0.43,1.0
2019-04-29,002077.SZ,6.05,6.15,5.34,5.34,5.93,-0.59,-9.9494,0.8695858077489902,0.29408079975362394,0.42,1.0
2019-04-29,603668.SH,8.9,8.9,8.51,8.58,8.9,-0.32,-3.5955,-0.4342066716275132,-0.7820429442604966,0.41,1.0
2019-04-29,000612.SZ,4.61,4.69,4.49,4.52,4.62,-0.1,-2.1645,-0.33107665990878926,-1.2630983611748694,0.39,1.0
2019-04-29,002593.SZ,3.97,4.02,3.73,3.76,3.97,-0.21,-5.2897,0.004869503763271175,-1.0357114010277235,0.39,1.0
2019-04-29,300224.SZ,6.68,6.72,6.28,6.29,6.67,-0.38,-5.6972,-0.159705448717798,-0.7521507047232255,0.39,1.0
