ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,label
002931.SZ,14.83,17.8,14.83,17.8,12.36,5.44,44.01,-3.2471679000224793,-3.5283234780503907,1.0
002806.SZ,18.34,18.58,18.11,18.14,18.83,-0.69,-3.66,-0.9394296338096608,-0.8071903999206705,1.0
300634.SZ,20.11,20.11,20.11,20.11,18.28,1.83,10.01,-3.2471679000224793,-3.135539026858104,1.0
300504.SZ,22.76,22.76,22.76,22.76,20.69,2.07,10.0,-3.2471679000224793,-3.5283234780503907,1.0
002930.SZ,17.99,17.99,17.99,17.99,16.35,1.64,10.03,-2.8776087202101,-2.8030113171530875,1.0
603214.SH,34.76,34.76,34.76,34.76,31.6,3.16,10.0,-3.2471679000224793,-3.5283234780503907,1.0
300348.SZ,20.82,21.24,20.76,21.0,21.22,-0.22,-1.04,-0.18575101461394938,0.0835919329151353,1.0
002683.SZ,7.6,7.67,7.5,7.53,7.69,-0.16,-2.08,-0.23230257659265324,-0.8360255002233484,1.0
300107.SZ,9.08,9.15,8.82,8.99,9.3,-0.31,-3.33,1.5830766976038222,1.1695342353055231,1.0
002795.SZ,14.15,14.98,13.8,14.65,14.5,0.15,1.03,-0.09962851741988839,-0.14762612655301074,1.0
600929.SH,9.46,9.46,9.46,9.46,8.6,0.86,10.0,-1.686252343543885,-2.13112643075212,1.0
002691.SZ,22.93,23.1,22.86,23.0,23.06,-0.06,-0.26,-2.601206666428364,-2.3113623917239523,1.0
002848.SZ,13.48,13.68,13.3,13.45,13.88,-0.43,-3.1,-0.37422577847191874,-0.4889796444713021,1.0
600596.SH,12.7,13.05,12.57,12.84,13.13,-0.29,-2.21,0.6913017967768207,0.5618687170184749,1.0
600536.SH,16.5,16.86,16.18,16.69,17.02,-0.33,-1.94,1.017514010429711,1.1118626866733432,1.0
600332.SH,29.33,29.98,29.21,29.37,29.8,-0.43,-1.44,0.20987889902627535,0.7795895133317008,1.0
000677.SZ,3.26,3.27,3.21,3.23,3.29,-0.06,-1.82,-0.47824223836253027,-1.8085477203266782,1.0
600476.SH,15.71,15.71,15.16,15.38,15.97,-0.59,-3.69,-0.5320864411394144,-0.5338002358975693,1.0
300132.SZ,7.57,7.57,7.47,7.51,7.61,-0.1,-1.31,-1.590305960678327,-2.2287845397708237,1.0
603156.SH,71.0,71.48,70.11,70.61,72.64,-2.03,-2.79,-0.7109920162261271,0.5805535929526212,1.0
300633.SZ,31.06,31.88,30.55,31.48,31.08,0.4,1.29,-0.6909278249992977,-0.09393816696316751,1.0
300333.SZ,8.51,8.63,8.32,8.54,8.71,-0.17,-1.95,0.6552997557218416,0.1725178496861807,1.0
000860.SZ,21.76,22.54,21.6,22.31,21.7,0.61,2.81,0.9103774419033603,1.2470897805591388,1.0
002840.SZ,42.5,42.5,41.5,41.76,42.49,-0.73,-1.72,-1.6048257417232035,-0.7834640027536279,1.0
300122.SZ,33.06,33.7,33.02,33.49,33.85,-0.36,-1.06,0.16265566581462654,0.8333907820054005,1.0
600132.SH,21.6,22.04,21.5,21.88,21.79,0.09,0.41,-1.0265159528562602,-0.741891528779657,1.0
300673.SZ,45.91,48.48,45.64,48.37,46.33,2.04,4.4,-1.2833098709768276,-0.3466821459801717,1.0
600810.SH,8.54,9.05,8.51,8.89,8.7,0.19,2.18,0.5537276467645287,0.09881759403274526,1.0
603387.SH,59.65,63.78,59.28,62.0,60.4,1.6,2.65,-0.5124819752763501,0.6723989779527872,1.0
002235.SZ,10.05,10.47,10.03,10.28,10.33,-0.05,-0.48,0.6782549861615691,0.3568313884570546,1.0
300589.SZ,20.0,20.69,19.63,20.23,20.22,0.01,0.05,-0.5526773193629488,-0.3231279023212433,1.0
600329.SH,14.35,15.01,14.31,14.99,14.55,0.44,3.02,0.1078505802756102,0.08501939590173216,1.0
000673.SZ,15.59,15.94,15.5,15.73,15.75,-0.02,-0.13,0.02770606034616234,0.05970748404233828,1.0
300630.SZ,83.0,84.79,79.88,82.59,84.22,-1.63,-1.94,-2.095809371019846,-0.7013298261896682,1.0
300076.SZ,5.05,5.08,4.95,5.0,5.12,-0.12,-2.34,0.1165880614801848,-0.8274187578679437,1.0
300326.SZ,8.8,8.83,8.64,8.8,8.88,-0.08,-0.9,0.22429251483615184,-0.24100166692118252,1.0
300705.SZ,37.46,42.41,37.2,39.49,38.8,0.69,1.78,0.7014746074484806,1.5347286472561321,1.0
002181.SZ,4.4,4.4,4.24,4.33,4.43,-0.1,-2.26,-0.6667531589657986,-1.7566955192797988,1.0
