,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600481.SH,20200403,2.99,2.99,2.93,2.93,2.96,-0.03,-1.0135,19226.92,5655.686
1,600481.SH,20200402,2.93,2.97,2.91,2.96,2.94,0.02,0.6803,21480.0,6321.031
2,600481.SH,20200401,2.96,2.98,2.93,2.94,2.96,-0.02,-0.6757,19358.0,5723.655
3,600481.SH,20200331,2.99,3.0,2.95,2.96,2.96,0.0,0.0,14606.0,4334.303
4,600481.SH,20200330,3.01,3.01,2.93,2.96,3.02,-0.06,-1.9868,28604.0,8464.908
5,600481.SH,20200327,3.02,3.06,3.01,3.02,2.99,0.03,1.0033,31344.15,9498.916
6,600481.SH,20200326,3.04,3.04,2.99,2.99,3.04,-0.05,-1.6447,30991.02,9329.485
7,600481.SH,20200325,3.05,3.07,3.01,3.04,3.0,0.04,1.3333,40059.96,12156.462
8,600481.SH,20200324,2.98,3.01,2.96,3.0,2.96,0.04,1.3514,29667.2,8860.743
9,600481.SH,20200323,2.98,3.0,2.95,2.96,3.02,-0.06,-1.9868,34368.4,10245.262
10,600481.SH,20200320,3.01,3.03,2.98,3.02,2.98,0.04,1.3423,23733.02,7129.311
11,600481.SH,20200319,2.98,3.01,2.92,2.98,2.98,0.0,0.0,37439.4,11098.699
12,600481.SH,20200318,3.08,3.08,2.97,2.98,3.05,-0.07,-2.2951,53063.31,16071.595
13,600481.SH,20200317,3.04,3.1,2.95,3.05,3.04,0.01,0.3289,60495.85,18230.981
14,600481.SH,20200316,3.14,3.19,3.03,3.04,3.11,-0.07,-2.2508,63545.0,19766.203
15,600481.SH,20200313,3.0,3.15,2.98,3.11,3.17,-0.06,-1.8927,83320.0,25610.579
16,600481.SH,20200312,3.2,3.24,3.16,3.17,3.24,-0.07,-2.1605,62115.21,19844.715
17,600481.SH,20200311,3.26,3.32,3.23,3.24,3.26,-0.02,-0.6135,83733.02,27486.357
18,600481.SH,20200310,3.19,3.26,3.14,3.26,3.21,0.05,1.5576,87972.67,28204.931
19,600481.SH,20200309,3.37,3.38,3.21,3.21,3.35,-0.14,-4.1791,125468.59,41133.299
20,600481.SH,20200306,3.28,3.38,3.25,3.35,3.3,0.05,1.5152,151367.39,50415.636
21,600481.SH,20200305,3.25,3.37,3.23,3.3,3.22,0.08,2.4845,131033.0,43251.523
22,600481.SH,20200304,3.15,3.28,3.13,3.22,3.16,0.06,1.8987,61477.02,19748.22
23,600481.SH,20200303,3.19,3.23,3.15,3.16,3.16,0.0,0.0,67511.04,21584.575
24,600481.SH,20200302,3.08,3.18,3.08,3.16,3.07,0.09,2.9316,57102.96,17957.97
25,600481.SH,20200228,3.13,3.19,3.07,3.07,3.22,-0.15,-4.6584,94096.43,29315.993
26,600481.SH,20200227,3.27,3.31,3.2,3.22,3.25,-0.03,-0.9231,74135.23,23986.076
27,600481.SH,20200226,3.24,3.39,3.23,3.25,3.28,-0.03,-0.9146,142446.83,47304.029
28,600481.SH,20200225,3.22,3.31,3.12,3.28,3.28,0.0,0.0,218835.21,70655.171
29,600481.SH,20200224,3.1,3.41,3.05,3.28,3.1,0.18,5.8065,232140.17,74896.58
30,600481.SH,20200221,3.1,3.12,3.07,3.1,3.09,0.01,0.3236,79994.02,24786.177
31,600481.SH,20200220,3.03,3.11,3.03,3.09,3.03,0.06,1.9802,84215.84,25861.593
32,600481.SH,20200219,3.03,3.04,3.0,3.03,3.03,0.0,0.0,51251.55,15491.966
33,600481.SH,20200218,3.02,3.04,3.01,3.03,3.02,0.01,0.3311,50348.84,15223.67
34,600481.SH,20200217,2.94,3.03,2.94,3.02,2.94,0.08,2.7211,62920.29,18849.945
35,600481.SH,20200214,2.97,2.99,2.94,2.94,2.97,-0.03,-1.0101,30388.03,8988.684
36,600481.SH,20200213,2.99,3.01,2.96,2.97,3.0,-0.03,-1.0,45838.42,13634.256
37,600481.SH,20200212,2.99,3.03,2.98,3.0,2.98,0.02,0.6711,33996.39,10230.066
38,600481.SH,20200211,3.01,3.03,2.98,2.98,3.01,-0.03,-0.9967,37450.0,11233.746
39,600481.SH,20200210,3.03,3.03,2.96,3.01,3.02,-0.01,-0.3311,55699.37,16655.602
40,600481.SH,20200207,2.94,3.03,2.89,3.02,2.91,0.11,3.7801,68702.62,20113.383
41,600481.SH,20200206,2.86,2.92,2.82,2.91,2.85,0.06,2.1053,72363.95,20769.181
42,600481.SH,20200205,2.79,2.89,2.78,2.85,2.78,0.07,2.518,60537.0,17242.301
43,600481.SH,20200204,2.6,2.83,2.6,2.78,2.85,-0.07,-2.4561,98403.87,27189.743
44,600481.SH,20200203,2.85,2.88,2.85,2.85,3.17,-0.32,-10.0946,56793.0,16192.708
45,600481.SH,20200123,3.21,3.25,3.15,3.17,3.22,-0.05,-1.5528,61341.44,19545.251
46,600481.SH,20200122,3.23,3.24,3.19,3.22,3.23,-0.01,-0.3096,37763.01,12132.212
47,600481.SH,20200121,3.27,3.27,3.21,3.23,3.26,-0.03,-0.9202,40250.0,13013.579
48,600481.SH,20200120,3.24,3.27,3.22,3.26,3.24,0.02,0.6173,60253.64,19542.932
49,600481.SH,20200117,3.28,3.28,3.23,3.24,3.26,-0.02,-0.6135,41144.0,13400.684
50,600481.SH,20200116,3.31,3.33,3.25,3.26,3.32,-0.06,-1.8072,49180.79,16141.652
51,600481.SH,20200115,3.33,3.34,3.29,3.32,3.34,-0.02,-0.5988,42321.0,14013.982
52,600481.SH,20200114,3.31,3.35,3.3,3.34,3.31,0.03,0.9063,72183.33,24018.439
53,600481.SH,20200113,3.3,3.31,3.26,3.31,3.3,0.01,0.303,43563.33,14314.812
54,600481.SH,20200110,3.34,3.35,3.29,3.3,3.34,-0.04,-1.1976,52676.45,17413.642
55,600481.SH,20200109,3.3,3.35,3.3,3.34,3.29,0.05,1.5198,63347.0,21054.916
56,600481.SH,20200108,3.36,3.37,3.27,3.29,3.37,-0.08,-2.3739,81481.91,27007.786
57,600481.SH,20200107,3.34,3.37,3.33,3.37,3.34,0.03,0.8982,64368.99,21611.395
58,600481.SH,20200106,3.32,3.37,3.31,3.34,3.34,0.0,0.0,79975.6,26684.05
59,600481.SH,20200103,3.36,3.37,3.33,3.34,3.35,-0.01,-0.2985,50742.82,16962.953
60,600481.SH,20200102,3.33,3.36,3.31,3.35,3.32,0.03,0.9036,59676.86,19942.326
61,600481.SH,20191231,3.28,3.32,3.27,3.32,3.28,0.04,1.2195,41417.7,13657.371
62,600481.SH,20191230,3.25,3.3,3.22,3.28,3.27,0.01,0.3058,42166.0,13771.391
63,600481.SH,20191227,3.26,3.31,3.25,3.27,3.26,0.01,0.3067,47152.0,15465.764
64,600481.SH,20191226,3.27,3.29,3.24,3.26,3.27,-0.01,-0.3058,28310.0,9229.433
65,600481.SH,20191225,3.25,3.29,3.24,3.27,3.26,0.01,0.3067,46679.62,15237.964
66,600481.SH,20191224,3.22,3.26,3.21,3.26,3.22,0.04,1.2422,32113.02,10403.34
67,600481.SH,20191223,3.27,3.27,3.21,3.22,3.28,-0.06,-1.8293,42672.0,13846.982
68,600481.SH,20191220,3.34,3.37,3.25,3.28,3.34,-0.06,-1.7964,98730.12,32548.392
69,600481.SH,20191219,3.34,3.36,3.33,3.34,3.34,0.0,0.0,33724.0,11276.472
70,600481.SH,20191218,3.33,3.37,3.32,3.34,3.34,0.0,0.0,31643.85,10600.088
71,600481.SH,20191217,3.31,3.36,3.3,3.34,3.31,0.03,0.9063,42464.24,14144.926
72,600481.SH,20191216,3.29,3.32,3.26,3.31,3.29,0.02,0.6079,41979.49,13813.836
73,600481.SH,20191213,3.26,3.31,3.26,3.29,3.26,0.03,0.9202,35316.01,11599.125
74,600481.SH,20191212,3.28,3.3,3.25,3.26,3.3,-0.04,-1.2121,36301.0,11890.497
75,600481.SH,20191211,3.23,3.32,3.19,3.3,3.23,0.07,2.1672,81859.61,26695.324
76,600481.SH,20191210,3.24,3.24,3.2,3.23,3.24,-0.01,-0.3086,20907.57,6722.719
77,600481.SH,20191209,3.22,3.25,3.21,3.24,3.21,0.03,0.9346,24530.42,7907.266
78,600481.SH,20191206,3.21,3.22,3.19,3.21,3.21,0.0,0.0,18577.97,5944.721
79,600481.SH,20191205,3.19,3.22,3.19,3.21,3.19,0.02,0.627,21670.0,6937.971
80,600481.SH,20191204,3.16,3.19,3.16,3.19,3.16,0.03,0.9494,22683.92,7205.435
81,600481.SH,20191203,3.15,3.17,3.14,3.16,3.15,0.01,0.3175,19105.04,6016.814
82,600481.SH,20191202,3.17,3.18,3.15,3.15,3.16,-0.01,-0.3165,18670.0,5909.124
83,600481.SH,20191129,3.18,3.18,3.15,3.16,3.16,0.0,0.0,17395.0,5496.26
84,600481.SH,20191128,3.18,3.19,3.16,3.16,3.18,-0.02,-0.6289,16453.91,5216.609
85,600481.SH,20191127,3.2,3.2,3.18,3.18,3.21,-0.03,-0.9346,22361.0,7120.418
86,600481.SH,20191126,3.21,3.22,3.19,3.21,3.21,0.0,0.0,17969.79,5752.582
87,600481.SH,20191125,3.17,3.23,3.16,3.21,3.18,0.03,0.9434,36052.89,11509.653
88,600481.SH,20191122,3.19,3.21,3.17,3.18,3.19,-0.01,-0.3135,30327.92,9679.585
89,600481.SH,20191121,3.2,3.22,3.18,3.19,3.19,0.0,0.0,23642.2,7549.24
90,600481.SH,20191120,3.21,3.22,3.19,3.19,3.21,-0.02,-0.6231,14008.2,4480.767
91,600481.SH,20191119,3.16,3.21,3.15,3.21,3.17,0.04,1.2618,23358.67,7463.237
92,600481.SH,20191118,3.17,3.18,3.14,3.17,3.16,0.01,0.3165,26010.0,8217.489
93,600481.SH,20191115,3.21,3.23,3.15,3.16,3.2,-0.04,-1.25,44751.78,14252.079
94,600481.SH,20191114,3.23,3.23,3.19,3.2,3.21,-0.01,-0.3115,22614.87,7252.872
95,600481.SH,20191113,3.22,3.25,3.2,3.21,3.21,0.0,0.0,20033.55,6453.024
96,600481.SH,20191112,3.19,3.23,3.18,3.21,3.2,0.01,0.3125,20372.63,6521.63
97,600481.SH,20191111,3.28,3.28,3.18,3.2,3.28,-0.08,-2.439,39976.0,12917.268
98,600481.SH,20191108,3.33,3.33,3.28,3.28,3.3,-0.02,-0.6061,31683.47,10455.349
99,600481.SH,20191107,3.3,3.33,3.28,3.3,3.28,0.02,0.6098,20664.47,6826.22
100,600481.SH,20191106,3.31,3.32,3.27,3.28,3.3,-0.02,-0.6061,26724.02,8789.614
101,600481.SH,20191105,3.3,3.33,3.28,3.3,3.3,0.0,0.0,28656.4,9467.531
102,600481.SH,20191104,3.32,3.33,3.29,3.3,3.29,0.01,0.304,29000.2,9610.078
103,600481.SH,20191101,3.27,3.31,3.24,3.29,3.27,0.02,0.6116,38970.07,12795.092
104,600481.SH,20191031,3.34,3.35,3.26,3.27,3.33,-0.06,-1.8018,48743.0,16077.553
105,600481.SH,20191030,3.42,3.42,3.33,3.33,3.43,-0.1,-2.9155,56737.0,19127.366
106,600481.SH,20191029,3.42,3.47,3.39,3.43,3.43,0.0,0.0,87366.58,30121.388
107,600481.SH,20191028,3.36,3.44,3.35,3.43,3.38,0.05,1.4793,55903.79,19016.175
108,600481.SH,20191025,3.41,3.42,3.33,3.38,3.41,-0.03,-0.8798,56052.93,18873.761
109,600481.SH,20191024,3.43,3.46,3.38,3.41,3.45,-0.04,-1.1594,65559.65,22371.653
110,600481.SH,20191023,3.5,3.51,3.42,3.45,3.5,-0.05,-1.4286,84443.53,29254.844
111,600481.SH,20191022,3.48,3.53,3.45,3.5,3.55,-0.05,-1.4085,119679.99,41740.446
112,600481.SH,20191021,3.62,3.65,3.4,3.55,3.77,-0.22,-5.8355,300273.13,105494.516
113,600481.SH,20191018,3.42,3.77,3.37,3.77,3.43,0.34,9.9125,236094.17,88167.836
114,600481.SH,20191017,3.3,3.43,3.3,3.43,3.31,0.12,3.6254,60317.51,20387.097
