,ts_code,symbol,name,area,industry,fullname,market,list_date
2122,300735.SZ,300735,光弘科技,广东,通信设备,惠州光弘科技股份有限公司,创业板,20171229
2123,300736.SZ,300736,百邦科技,北京,通信设备,北京百华悦邦科技股份有限公司,创业板,20180109
2124,300737.SZ,300737,科顺股份,广东,其他建材,科顺防水科技股份有限公司,创业板,20180125
2125,300738.SZ,300738,奥飞数据,广东,电信运营,广东奥飞数据科技股份有限公司,创业板,20180119
2126,300739.SZ,300739,明阳电路,深圳,元器件,深圳明阳电路科技股份有限公司,创业板,20180201
2127,300740.SZ,300740,御家汇,湖南,日用化工,御家汇股份有限公司,创业板,20180208
2128,300741.SZ,300741,华宝股份,西藏,食品,华宝香精股份有限公司,创业板,20180301
2129,300742.SZ,300742,越博动力,江苏,汽车配件,南京越博动力系统股份有限公司,创业板,20180508
2130,300743.SZ,300743,天地数码,浙江,IT设备,杭州天地数码科技股份有限公司,创业板,20180427
2131,300745.SZ,300745,欣锐科技,深圳,汽车配件,深圳欣锐科技股份有限公司,创业板,20180523
2132,300746.SZ,300746,汉嘉设计,浙江,建筑工程,汉嘉设计集团股份有限公司,创业板,20180525
2133,300747.SZ,300747,锐科激光,湖北,元器件,武汉锐科光纤激光技术股份有限公司,创业板,20180625
2134,300748.SZ,300748,金力永磁,江西,元器件,江西金力永磁科技股份有限公司,创业板,20180921
2135,300749.SZ,300749,顶固集创,广东,家居用品,广东顶固集创家居股份有限公司,创业板,20180925
2136,300750.SZ,300750,宁德时代,福建,电气设备,宁德时代新能源科技股份有限公司,创业板,20180611
2137,300751.SZ,300751,迈为股份,江苏,专用机械,苏州迈为科技股份有限公司,创业板,20181109
2138,300752.SZ,300752,隆利科技,深圳,元器件,深圳市隆利科技股份有限公司,创业板,20181130
2139,300753.SZ,300753,爱朋医疗,江苏,医疗保健,江苏爱朋医疗科技股份有限公司,创业板,20181213
2140,300755.SZ,300755,华致酒行,云南,其他商业,华致酒行连锁管理股份有限公司,创业板,20190129
2141,300756.SZ,300756,中山金马,广东,专用机械,中山市金马科技娱乐设备股份有限公司,创业板,20181228
2142,300757.SZ,300757,罗博特科,江苏,专用机械,罗博特科智能科技股份有限公司,创业板,20190108
2143,300758.SZ,300758,七彩化学,辽宁,染料涂料,鞍山七彩化学股份有限公司,创业板,20190222
2144,300759.SZ,300759,康龙化成,北京,化学制药,康龙化成(北京)新药技术股份有限公司,创业板,20190128
2145,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,深圳迈瑞生物医疗电子股份有限公司,创业板,20181016
2146,300761.SZ,300761,立华股份,江苏,农业综合,江苏立华牧业股份有限公司,创业板,20190218
2147,300762.SZ,300762,上海瀚讯,上海,通信设备,上海瀚讯信息技术股份有限公司,创业板,20190314
2148,300763.SZ,300763,锦浪科技,浙江,电气设备,宁波锦浪新能源科技股份有限公司,创业板,20190319
2149,300765.SZ,300765,新诺威,河北,食品,石药集团新诺威制药股份有限公司,创业板,20190322
2150,300766.SZ,300766,每日互动,浙江,互联网,浙江每日互动网络科技股份有限公司,创业板,20190325
2151,300767.SZ,300767,震安科技,云南,橡胶,震安科技股份有限公司,创业板,20190329
2152,300768.SZ,300768,迪普科技,浙江,软件服务,杭州迪普科技股份有限公司,创业板,20190412
2153,300769.SZ,300769,德方纳米,深圳,化工原料,深圳市德方纳米科技股份有限公司,创业板,20190415
2154,300770.SZ,300770,新媒股份,广东,影视音像,广东南方新媒体股份有限公司,创业板,20190419
2155,300771.SZ,300771,智莱科技,深圳,IT设备,深圳市智莱科技股份有限公司,创业板,20190422
2156,300772.SZ,300772,运达股份,浙江,电气设备,浙江运达风电股份有限公司,创业板,20190426
2157,300773.SZ,300773,拉卡拉,北京,软件服务,拉卡拉支付股份有限公司,创业板,20190425
2158,300775.SZ,300775,三角防务,陕西,航空,西安三角防务股份有限公司,创业板,20190521
2159,300776.SZ,300776,帝尔激光,湖北,专用机械,武汉帝尔激光科技股份有限公司,创业板,20190517
2160,300777.SZ,300777,中简科技,江苏,化纤,中简科技股份有限公司,创业板,20190516
2161,300778.SZ,300778,新城市,深圳,建筑工程,深圳市新城市规划建筑设计股份有限公司,创业板,20190510
2162,300779.SZ,300779,惠城环保,山东,环境保护,青岛惠城环保科技股份有限公司,创业板,20190522
2163,300780.SZ,300780,德恩精工,四川,机械基件,四川德恩精工科技股份有限公司,创业板,20190531
2164,300781.SZ,300781,因赛集团,广东,广告包装,广东因赛品牌营销集团股份有限公司,创业板,20190606
2165,300782.SZ,300782,卓胜微,江苏,元器件,江苏卓胜微电子股份有限公司,创业板,20190618
2166,300783.SZ,300783,三只松鼠,安徽,食品,三只松鼠股份有限公司,创业板,20190712
2167,300785.SZ,300785,值得买,北京,互联网,北京值得买科技股份有限公司,创业板,20190715
2168,300786.SZ,300786,国林科技,山东,环境保护,青岛国林环保科技股份有限公司,创业板,20190723
2169,300787.SZ,300787,海能实业,江西,通信设备,安福县海能实业股份有限公司,创业板,20190815
2170,300788.SZ,300788,中信出版,北京,出版业,中信出版集团股份有限公司,创业板,20190705
2171,300789.SZ,300789,唐源电气,四川,软件服务,成都唐源电气股份有限公司,创业板,20190828
2172,300790.SZ,300790,宇瞳光学,广东,电器仪表,东莞市宇瞳光学科技股份有限公司,创业板,20190920
2173,300791.SZ,300791,仙乐健康,广东,医疗保健,仙乐健康科技股份有限公司,创业板,20190925
2174,300792.SZ,300792,壹网壹创,浙江,互联网,杭州壹网壹创科技股份有限公司,创业板,20190927
2175,300793.SZ,300793,佳禾智能,广东,IT设备,佳禾智能科技股份有限公司,创业板,20191018
2176,300795.SZ,300795,米奥会展,浙江,综合类,浙江米奥兰特商务会展股份有限公司,创业板,20191022
2177,300796.SZ,300796,贝斯美,浙江,化工原料,绍兴贝斯美化工股份有限公司,创业板,20191115
2178,300797.SZ,300797,钢研纳克,北京,电器仪表,钢研纳克检测技术股份有限公司,创业板,20191101
2179,300798.SZ,300798,锦鸡股份,江苏,染料涂料,江苏锦鸡实业股份有限公司,创业板,20191122
2180,300799.SZ,300799,左江科技,北京,软件服务,北京左江科技股份有限公司,创业板,20191029
2181,300800.SZ,300800,力合科技,湖南,电器仪表,力合科技(湖南)股份有限公司,创业板,20191106
2182,300801.SZ,300801,泰和科技,山东,化工原料,山东泰和水处理科技股份有限公司,创业板,20191128
2183,300802.SZ,300802,矩子科技,上海,IT设备,上海矩子科技股份有限公司,创业板,20191114
2184,300803.SZ,300803,指南针,北京,软件服务,北京指南针科技发展股份有限公司,创业板,20191118
2185,300805.SZ,300805,电声股份,广东,广告包装,广东电声市场营销股份有限公司,创业板,20191121
2186,300806.SZ,300806,斯迪克,江苏,塑料,江苏斯迪克新材料科技股份有限公司,创业板,20191125
2187,300807.SZ,300807,天迈科技,河南,软件服务,郑州天迈科技股份有限公司,创业板,20191219
2188,300808.SZ,300808,久量股份,广东,家用电器,广东久量股份有限公司,创业板,20191129
2189,300809.SZ,300809,华辰装备,江苏,机床制造,华辰精密装备(昆山)股份有限公司,创业板,20191204
2190,300810.SZ,300810,中科海讯,北京,软件服务,北京中科海讯数字科技股份有限公司,创业板,20191206
2191,300811.SZ,300811,铂科新材,深圳,元器件,深圳市铂科新材料股份有限公司,创业板,20191230
2192,300812.SZ,300812,易天股份,深圳,专用机械,深圳市易天自动化设备股份有限公司,创业板,20200109
2193,300813.SZ,300813,泰林生物,浙江,医疗保健,浙江泰林生物技术股份有限公司,创业板,20200114
2194,300815.SZ,300815,玉禾田,安徽,环境保护,玉禾田环境发展集团股份有限公司,创业板,20200123
2195,300816.SZ,300816,艾可蓝,安徽,环境保护,安徽艾可蓝环保股份有限公司,创业板,20200210
2196,300817.SZ,300817,双飞股份,浙江,机械基件,浙江双飞无油轴承股份有限公司,创业板,20200218
2197,300818.SZ,300818,耐普矿机,江西,专用机械,江西耐普矿机新材料股份有限公司,创业板,20200212
2198,300819.SZ,300819,聚杰微纤,江苏,化纤,江苏聚杰微纤科技集团股份有限公司,创业板,20200312
2199,300820.SZ,300820,英杰电气,四川,电气设备,四川英杰电气股份有限公司,创业板,20200213
2200,300821.SZ,300821,东岳硅材,山东,化工原料,山东东岳有机硅材料股份有限公司,创业板,20200312
2201,300822.SZ,300822,贝仕达克,深圳,元器件,深圳贝仕达克技术股份有限公司,创业板,20200313
2202,300823.SZ,300823,建科机械,天津,专用机械,建科机械(天津)股份有限公司,创业板,20200319
2203,300825.SZ,300825,阿尔特,北京,汽车服务,阿尔特汽车技术股份有限公司,创业板,20200327
2204,300826.SZ,300826,N测绘,江苏,建筑工程,南京市测绘勘察研究院股份有限公司,创业板,20200403
2205,600000.SH,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司,主板,19991110
2206,600004.SH,600004,白云机场,广东,机场,广州白云国际机场股份有限公司,主板,20030428
2207,600006.SH,600006,东风汽车,湖北,汽车整车,东风汽车股份有限公司,主板,19990727
2208,600007.SH,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,主板,19990312
2209,600008.SH,600008,首创股份,北京,环境保护,北京首创股份有限公司,主板,20000427
2210,600009.SH,600009,上海机场,上海,机场,上海国际机场股份有限公司,主板,19980218
2211,600010.SH,600010,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司,主板,20010309
2212,600011.SH,600011,华能国际,北京,火力发电,华能国际电力股份有限公司,主板,20011206
2213,600012.SH,600012,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司,主板,20030107
2214,600015.SH,600015,华夏银行,北京,银行,华夏银行股份有限公司,主板,20030912
2215,600016.SH,600016,民生银行,北京,银行,中国民生银行股份有限公司,主板,20001219
2216,600017.SH,600017,日照港,山东,港口,日照港股份有限公司,主板,20061017
2217,600018.SH,600018,上港集团,上海,港口,上海国际港务(集团)股份有限公司,主板,20061026
2218,600019.SH,600019,宝钢股份,上海,普钢,宝山钢铁股份有限公司,主板,20001212
2219,600020.SH,600020,中原高速,河南,路桥,河南中原高速公路股份有限公司,主板,20030808
2220,600021.SH,600021,上海电力,上海,火力发电,上海电力股份有限公司,主板,20031029
2221,600022.SH,600022,山东钢铁,山东,普钢,山东钢铁股份有限公司,主板,20040629
2222,600023.SH,600023,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司,主板,20131219
2223,600025.SH,600025,华能水电,云南,水力发电,华能澜沧江水电股份有限公司,主板,20171215
2224,600026.SH,600026,中远海能,上海,水运,中远海运能源运输股份有限公司,主板,20020523
2225,600027.SH,600027,华电国际,山东,火力发电,华电国际电力股份有限公司,主板,20050203
2226,600028.SH,600028,中国石化,北京,石油加工,中国石油化工股份有限公司,主板,20010808
2227,600029.SH,600029,南方航空,广东,空运,中国南方航空股份有限公司,主板,20030725
2228,600030.SH,600030,中信证券,深圳,证券,中信证券股份有限公司,主板,20030106
2229,600031.SH,600031,三一重工,北京,工程机械,三一重工股份有限公司,主板,20030703
2230,600033.SH,600033,福建高速,福建,路桥,福建发展高速公路股份有限公司,主板,20010209
2231,600035.SH,600035,楚天高速,湖北,路桥,湖北楚天智能交通股份有限公司,主板,20040310
2232,600036.SH,600036,招商银行,深圳,银行,招商银行股份有限公司,主板,20020409
2233,600037.SH,600037,歌华有线,北京,影视音像,北京歌华有线电视网络股份有限公司,主板,20010208
2234,600038.SH,600038,中直股份,黑龙江,航空,中航直升机股份有限公司,主板,20001218
2235,600039.SH,600039,四川路桥,四川,建筑工程,四川路桥建设集团股份有限公司,主板,20030325
2236,600048.SH,600048,保利地产,广东,全国地产,保利发展控股集团股份有限公司,主板,20060731
2237,600050.SH,600050,中国联通,北京,电信运营,中国联合网络通信股份有限公司,主板,20021009
2238,600051.SH,600051,宁波联合,浙江,综合类,宁波联合集团股份有限公司,主板,19970410
2239,600052.SH,600052,浙江广厦,浙江,影视音像,浙江广厦股份有限公司,主板,19970415
2240,600053.SH,600053,九鼎投资,江西,多元金融,昆吾九鼎投资控股股份有限公司,主板,19970418
2241,600054.SH,600054,黄山旅游,安徽,旅游景点,黄山旅游发展股份有限公司,主板,19970506
2242,600055.SH,600055,万东医疗,北京,医疗保健,北京万东医疗科技股份有限公司,主板,19970519
2243,600056.SH,600056,中国医药,北京,医药商业,中国医药健康产业股份有限公司,主板,19970515
2244,600057.SH,600057,厦门象屿,福建,仓储物流,厦门象屿股份有限公司,主板,19970604
2245,600058.SH,600058,五矿发展,北京,商贸代理,五矿发展股份有限公司,主板,19970528
2246,600059.SH,600059,古越龙山,浙江,红黄酒,浙江古越龙山绍兴酒股份有限公司,主板,19970516
2247,600060.SH,600060,海信视像,山东,家用电器,海信视像科技股份有限公司,主板,19970422
2248,600061.SH,600061,国投资本,上海,证券,国投资本股份有限公司,主板,19970519
2249,600062.SH,600062,华润双鹤,北京,化学制药,华润双鹤药业股份有限公司,主板,19970522
2250,600063.SH,600063,皖维高新,安徽,化纤,安徽皖维高新材料股份有限公司,主板,19970528
2251,600064.SH,600064,南京高科,江苏,园区开发,南京高科股份有限公司,主板,19970506
2252,600066.SH,600066,宇通客车,河南,汽车整车,郑州宇通客车股份有限公司,主板,19970508
2253,600067.SH,600067,冠城大通,福建,全国地产,冠城大通股份有限公司,主板,19970508
2254,600068.SH,600068,葛洲坝,湖北,建筑工程,中国葛洲坝集团股份有限公司,主板,19970526
2255,600069.SH,600069,银鸽投资,河南,造纸,河南银鸽实业投资股份有限公司,主板,19970430
2256,600070.SH,600070,浙江富润,浙江,互联网,浙江富润股份有限公司,主板,19970604
2257,600071.SH,600071,凤凰光学,江西,元器件,凤凰光学股份有限公司,主板,19970528
2258,600072.SH,600072,中船科技,上海,船舶,中船科技股份有限公司,主板,19970603
2259,600073.SH,600073,上海梅林,上海,食品,上海梅林正广和股份有限公司,主板,19970704
2260,600075.SH,600075,新疆天业,新疆,化工原料,新疆天业股份有限公司,主板,19970617
2261,600076.SH,600076,康欣新材,山东,其他建材,康欣新材料股份有限公司,主板,19970526
2262,600077.SH,600077,宋都股份,浙江,全国地产,宋都基业投资股份有限公司,主板,19970520
2263,600078.SH,600078,澄星股份,江苏,化工原料,江苏澄星磷化工股份有限公司,主板,19970627
2264,600079.SH,600079,人福医药,湖北,化学制药,人福医药集团股份公司,主板,19970606
2265,600080.SH,600080,金花股份,陕西,中成药,金花企业(集团)股份有限公司,主板,19970612
2266,600081.SH,600081,东风科技,上海,汽车配件,东风电子科技股份有限公司,主板,19970703
2267,600082.SH,600082,海泰发展,天津,园区开发,天津海泰科技发展股份有限公司,主板,19970620
2268,600083.SH,600083,博信股份,江苏,综合类,江苏博信投资控股股份有限公司,主板,19970606
2270,600085.SH,600085,同仁堂,北京,中成药,北京同仁堂股份有限公司,主板,19970625
2271,600086.SH,600086,东方金钰,湖北,服饰,东方金钰股份有限公司,主板,19970606
2272,600088.SH,600088,中视传媒,上海,影视音像,中视传媒股份有限公司,主板,19970616
2273,600089.SH,600089,特变电工,新疆,电气设备,特变电工股份有限公司,主板,19970618
2274,600090.SH,600090,同济堂,新疆,医药商业,新疆同济堂健康产业股份有限公司,主板,19970616
2276,600093.SH,600093,易见股份,四川,仓储物流,易见供应链管理股份有限公司,主板,19970626
2277,600094.SH,600094,大名城,上海,区域地产,上海大名城企业股份有限公司,主板,19970703
2278,600095.SH,600095,哈高科,黑龙江,区域地产,哈尔滨高科技(集团)股份有限公司,主板,19970708
2279,600096.SH,600096,云天化,云南,农药化肥,云南云天化股份有限公司,主板,19970709
2280,600097.SH,600097,开创国际,上海,渔业,上海开创国际海洋资源股份有限公司,主板,19970619
2281,600098.SH,600098,广州发展,广东,火力发电,广州发展集团股份有限公司,主板,19970718
2282,600099.SH,600099,林海股份,江苏,摩托车,林海股份有限公司,主板,19970704
2283,600100.SH,600100,同方股份,北京,IT设备,同方股份有限公司,主板,19970627
2284,600101.SH,600101,明星电力,四川,水力发电,四川明星电力股份有限公司,主板,19970627
2285,600103.SH,600103,青山纸业,福建,造纸,福建省青山纸业股份有限公司,主板,19970703
2286,600104.SH,600104,上汽集团,上海,汽车整车,上海汽车集团股份有限公司,主板,19971125
2287,600105.SH,600105,永鼎股份,江苏,通信设备,江苏永鼎股份有限公司,主板,19970929
2288,600106.SH,600106,重庆路桥,重庆,路桥,重庆路桥股份有限公司,主板,19970618
2289,600107.SH,600107,美尔雅,湖北,服饰,湖北美尔雅股份有限公司,主板,19971106
2290,600108.SH,600108,亚盛集团,甘肃,农业综合,甘肃亚盛实业(集团)股份有限公司,主板,19970818
2291,600109.SH,600109,国金证券,四川,证券,国金证券股份有限公司,主板,19970807
2292,600110.SH,600110,诺德股份,吉林,电气设备,诺德投资股份有限公司,主板,19971007
2293,600111.SH,600111,北方稀土,内蒙,小金属,中国北方稀土(集团)高科技股份有限公司,主板,19970924
2295,600113.SH,600113,浙江东日,浙江,区域地产,浙江东日股份有限公司,主板,19971021
2296,600114.SH,600114,东睦股份,浙江,机械基件,东睦新材料集团股份有限公司,主板,20040511
2297,600115.SH,600115,东方航空,上海,空运,中国东方航空股份有限公司,主板,19971105
2298,600116.SH,600116,三峡水利,重庆,水力发电,重庆三峡水利电力(集团)股份有限公司,主板,19970804
2299,600117.SH,600117,西宁特钢,青海,特种钢,西宁特殊钢股份有限公司,主板,19971015
2300,600118.SH,600118,中国卫星,北京,航空,中国东方红卫星股份有限公司,主板,19970908
2302,600120.SH,600120,浙江东方,浙江,多元金融,浙江东方金融控股集团股份有限公司,主板,19971201
2303,600121.SH,600121,郑州煤电,河南,煤炭开采,郑州煤电股份有限公司,主板,19980107
2304,600122.SH,600122,宏图高科,江苏,其他商业,江苏宏图高科技股份有限公司,主板,19980420
2305,600123.SH,600123,兰花科创,山西,煤炭开采,山西兰花科技创业股份有限公司,主板,19981217
2306,600125.SH,600125,铁龙物流,辽宁,铁路,中铁铁龙集装箱物流股份有限公司,主板,19980511
2307,600126.SH,600126,杭钢股份,浙江,普钢,杭州钢铁股份有限公司,主板,19980311
2308,600127.SH,600127,金健米业,湖南,农业综合,金健米业股份有限公司,主板,19980506
2309,600128.SH,600128,弘业股份,江苏,商贸代理,江苏弘业股份有限公司,主板,19970901
2310,600129.SH,600129,太极集团,重庆,中成药,重庆太极实业(集团)股份有限公司,主板,19971118
2311,600130.SH,600130,波导股份,浙江,通信设备,宁波波导股份有限公司,主板,20000706
2312,600131.SH,600131,国网信通,四川,通信设备,国网信息通信股份有限公司,主板,19980402
2313,600132.SH,600132,重庆啤酒,重庆,啤酒,重庆啤酒股份有限公司,主板,19971030
2314,600133.SH,600133,东湖高新,湖北,园区开发,武汉东湖高新集团股份有限公司,主板,19980212
2315,600135.SH,600135,乐凯胶片,河北,化工原料,乐凯胶片股份有限公司,主板,19980122
2316,600136.SH,600136,当代明诚,湖北,影视音像,武汉当代明诚文化体育集团股份有限公司,主板,19980303
2317,600137.SH,600137,浪莎股份,四川,服饰,四川浪莎控股股份有限公司,主板,19980416
2318,600138.SH,600138,中青旅,北京,旅游服务,中青旅控股股份有限公司,主板,19971203
2319,600139.SH,600139,西部资源,四川,综合类,四川西部资源控股股份有限公司,主板,19980225
2320,600141.SH,600141,兴发集团,湖北,化工原料,湖北兴发化工集团股份有限公司,主板,19990616
2321,600143.SH,600143,金发科技,广东,塑料,金发科技股份有限公司,主板,20040623
2323,600146.SH,600146,商赢环球,宁夏,服饰,商赢环球股份有限公司,主板,19990707
2324,600148.SH,600148,长春一东,吉林,汽车配件,长春一东离合器股份有限公司,主板,19980520
2326,600150.SH,600150,中国船舶,上海,船舶,中国船舶工业股份有限公司,主板,19980520
2327,600151.SH,600151,航天机电,上海,汽车配件,上海航天汽车机电股份有限公司,主板,19980605
2328,600152.SH,600152,维科技术,浙江,电气设备,维科技术股份有限公司,主板,19980609
2329,600153.SH,600153,建发股份,福建,商贸代理,厦门建发股份有限公司,主板,19980616
2330,600155.SH,600155,华创阳安,北京,证券,华创阳安股份有限公司,主板,19980918
2331,600156.SH,600156,华升股份,湖南,纺织,湖南华升股份有限公司,主板,19980527
2332,600157.SH,600157,永泰能源,山西,煤炭开采,永泰能源股份有限公司,主板,19980513
2333,600158.SH,600158,中体产业,天津,文教休闲,中体产业集团股份有限公司,主板,19980327
2334,600159.SH,600159,大龙地产,北京,区域地产,北京市大龙伟业房地产开发股份有限公司,主板,19980526
2335,600160.SH,600160,巨化股份,浙江,化工原料,浙江巨化股份有限公司,主板,19980626
2336,600161.SH,600161,天坛生物,北京,生物制药,北京天坛生物制品股份有限公司,主板,19980616
2337,600162.SH,600162,香江控股,深圳,全国地产,深圳香江控股股份有限公司,主板,19980609
2338,600163.SH,600163,中闽能源,福建,新型电力,中闽能源股份有限公司,主板,19980602
2339,600165.SH,600165,新日恒力,宁夏,钢加工,宁夏新日恒力钢丝绳股份有限公司,主板,19980529
2340,600166.SH,600166,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司,主板,19980602
2341,600167.SH,600167,联美控股,辽宁,供气供热,联美量子股份有限公司,主板,19990128
2342,600168.SH,600168,武汉控股,湖北,水务,武汉三镇实业控股股份有限公司,主板,19980427
2343,600169.SH,600169,太原重工,山西,工程机械,太原重工股份有限公司,主板,19980904
2344,600170.SH,600170,上海建工,上海,建筑工程,上海建工集团股份有限公司,主板,19980623
2345,600171.SH,600171,上海贝岭,上海,半导体,上海贝岭股份有限公司,主板,19980924
2346,600172.SH,600172,黄河旋风,河南,矿物制品,河南黄河旋风股份有限公司,主板,19981126
2347,600173.SH,600173,卧龙地产,浙江,全国地产,卧龙地产集团股份有限公司,主板,19990415
2348,600175.SH,600175,美都能源,浙江,综合类,美都能源股份有限公司,主板,19990408
2349,600176.SH,600176,中国巨石,浙江,玻璃,中国巨石股份有限公司,主板,19990422
2350,600177.SH,600177,雅戈尔,浙江,服饰,雅戈尔集团股份有限公司,主板,19981119
2351,600178.SH,600178,东安动力,黑龙江,汽车配件,哈尔滨东安汽车动力股份有限公司,主板,19981014
2353,600180.SH,600180,瑞茂通,山东,仓储物流,瑞茂通供应链管理股份有限公司,主板,19980703
2354,600182.SH,600182,S佳通,黑龙江,汽车配件,佳通轮胎股份有限公司,主板,19990507
2355,600183.SH,600183,生益科技,广东,元器件,广东生益科技股份有限公司,主板,19981028
2356,600184.SH,600184,光电股份,湖北,专用机械,北方光电股份有限公司,主板,20031106
2357,600185.SH,600185,格力地产,广东,区域地产,格力地产股份有限公司,主板,19990611
2359,600187.SH,600187,国中水务,黑龙江,水务,黑龙江国中水务股份有限公司,主板,19981111
2360,600188.SH,600188,兖州煤业,山东,煤炭开采,兖州煤业股份有限公司,主板,19980701
2361,600189.SH,600189,吉林森工,吉林,软饮料,吉林森林工业股份有限公司,主板,19981007
2362,600190.SH,600190,锦州港,辽宁,港口,锦州港股份有限公司,主板,19990609
2363,600191.SH,600191,华资实业,内蒙,食品,包头华资实业股份有限公司,主板,19981210
2364,600192.SH,600192,长城电工,甘肃,电气设备,兰州长城电工股份有限公司,主板,19981224
2366,600195.SH,600195,中牧股份,北京,饲料,中牧实业股份有限公司,主板,19990107
2367,600196.SH,600196,复星医药,上海,化学制药,上海复星医药(集团)股份有限公司,主板,19980807
2368,600197.SH,600197,伊力特,新疆,白酒,新疆伊力特实业股份有限公司,主板,19990916
2369,600198.SH,600198,大唐电信,北京,通信设备,大唐电信科技股份有限公司,主板,19981021
2370,600199.SH,600199,金种子酒,安徽,白酒,安徽金种子酒业股份有限公司,主板,19980812
2371,600200.SH,600200,江苏吴中,江苏,化学制药,江苏吴中实业股份有限公司,主板,19990401
2372,600201.SH,600201,生物股份,内蒙,生物制药,金宇生物技术股份有限公司,主板,19990115
2373,600202.SH,600202,哈空调,黑龙江,电气设备,哈尔滨空调股份有限公司,主板,19990603
2374,600203.SH,600203,福日电子,福建,元器件,福建福日电子股份有限公司,主板,19990514
2375,600206.SH,600206,有研新材,北京,半导体,有研新材料股份有限公司,主板,19990319
2376,600207.SH,600207,安彩高科,河南,供气供热,河南安彩高科股份有限公司,主板,19990714
2377,600208.SH,600208,新湖中宝,浙江,全国地产,新湖中宝股份有限公司,主板,19990623
2379,600210.SH,600210,紫江企业,上海,广告包装,上海紫江企业集团股份有限公司,主板,19990824
2380,600211.SH,600211,西藏药业,西藏,中成药,西藏诺迪康药业股份有限公司,主板,19990721
2381,600212.SH,600212,江泉实业,山东,综合类,山东江泉实业股份有限公司,主板,19990817
2382,600213.SH,600213,亚星客车,江苏,汽车整车,扬州亚星客车股份有限公司,主板,19990831
2383,600215.SH,600215,长春经开,吉林,园区开发,长春经开(集团)股份有限公司,主板,19990909
2384,600216.SH,600216,浙江医药,浙江,化学制药,浙江医药股份有限公司,主板,19991021
2385,600217.SH,600217,中再资环,陕西,环境保护,中再资源环境股份有限公司,主板,19991216
2386,600218.SH,600218,全柴动力,安徽,农用机械,安徽全柴动力股份有限公司,主板,19981203
2387,600219.SH,600219,南山铝业,山东,铝,山东南山铝业股份有限公司,主板,19991223
2388,600220.SH,600220,江苏阳光,江苏,纺织,江苏阳光股份有限公司,主板,19990927
2389,600221.SH,600221,海航控股,海南,空运,海南航空控股股份有限公司,主板,19991125
2390,600222.SH,600222,太龙药业,河南,中成药,河南太龙药业股份有限公司,主板,19991105
2391,600223.SH,600223,鲁商发展,山东,区域地产,鲁商健康产业发展股份有限公司,主板,20000113
2392,600225.SH,600225,天津松江,天津,区域地产,天津松江股份有限公司,主板,20000127
2393,600226.SH,600226,瀚叶股份,浙江,互联网,浙江瀚叶股份有限公司,主板,19991116
2394,600227.SH,600227,圣济堂,贵州,农药化肥,贵州圣济堂医药产业股份有限公司,主板,20000221
2396,600229.SH,600229,城市传媒,山东,出版业,青岛城市传媒股份有限公司,主板,20000309
2397,600230.SH,600230,沧州大化,河北,农药化肥,沧州大化股份有限公司,主板,20000406
2398,600231.SH,600231,凌钢股份,辽宁,普钢,凌源钢铁股份有限公司,主板,20000511
2399,600232.SH,600232,金鹰股份,浙江,纺织,浙江金鹰股份有限公司,主板,20000602
2400,600233.SH,600233,圆通速递,辽宁,仓储物流,圆通速递股份有限公司,主板,20000608
2402,600235.SH,600235,民丰特纸,浙江,造纸,民丰特种纸股份有限公司,主板,20000615
2403,600236.SH,600236,桂冠电力,广西,水力发电,广西桂冠电力股份有限公司,主板,20000323
2404,600237.SH,600237,铜峰电子,安徽,元器件,安徽铜峰电子股份有限公司,主板,20000609
2406,600239.SH,600239,云南城投,云南,区域地产,云南城投置业股份有限公司,主板,19991202
2407,600241.SH,600241,时代万恒,辽宁,商贸代理,辽宁时代万恒股份有限公司,主板,20001128
2408,600242.SH,600242,中昌数据,广东,软件服务,中昌大数据股份有限公司,主板,20001207
2409,600243.SH,600243,青海华鼎,青海,机床制造,青海华鼎实业股份有限公司,主板,20001120
2410,600246.SH,600246,万通地产,北京,区域地产,北京万通地产股份有限公司,主板,20000922
2412,600248.SH,600248,延长化建,陕西,建筑工程,陕西延长石油化建股份有限公司,主板,20000622
2413,600249.SH,600249,两面针,广西,日用化工,柳州两面针股份有限公司,主板,20040130
2414,600250.SH,600250,南纺股份,江苏,商贸代理,南京纺织品进出口股份有限公司,主板,20010306
2415,600251.SH,600251,冠农股份,新疆,农业综合,新疆冠农果茸股份有限公司,主板,20030609
2416,600252.SH,600252,中恒集团,广西,中成药,广西梧州中恒集团股份有限公司,主板,20001130
2417,600255.SH,600255,梦舟股份,安徽,铜,安徽梦舟实业股份有限公司,主板,20001122
2418,600256.SH,600256,广汇能源,新疆,石油开采,广汇能源股份有限公司,主板,20000526
2419,600257.SH,600257,大湖股份,湖南,渔业,大湖水殖股份有限公司,主板,20000612
2420,600258.SH,600258,首旅酒店,北京,酒店餐饮,北京首旅酒店(集团)股份有限公司,主板,20000601
2421,600259.SH,600259,广晟有色,海南,小金属,广晟有色金属股份有限公司,主板,20000525
