,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000810.SZ,20200403,11.73,11.82,11.34,11.41,11.88,-0.47,-3.9562,211769.43,244309.401
1,000810.SZ,20200402,11.3,11.89,11.26,11.88,11.45,0.43,3.7555,180989.86,210331.141
2,000810.SZ,20200401,11.42,11.92,11.3,11.45,11.61,-0.16,-1.3781,190439.21,221417.915
3,000810.SZ,20200331,11.79,11.94,11.56,11.61,11.6,0.01,0.0862,164578.6,192549.745
4,000810.SZ,20200330,12.02,12.13,11.35,11.6,12.5,-0.9,-7.2,271979.04,318016.53
5,000810.SZ,20200327,12.99,13.09,12.5,12.5,12.9,-0.4,-3.1008,217985.67,278314.391
6,000810.SZ,20200326,13.12,13.28,12.68,12.9,13.4,-0.5,-3.7313,295877.49,383161.482
7,000810.SZ,20200325,12.88,13.49,12.66,13.4,12.54,0.86,6.8581,520953.39,678220.152
8,000810.SZ,20200324,11.59,12.54,11.47,12.54,11.4,1.14,10.0,394441.24,474169.874
9,000810.SZ,20200323,11.68,11.85,11.3,11.4,12.08,-0.68,-5.6291,182866.11,211334.677
10,000810.SZ,20200320,12.08,12.22,11.74,12.08,11.9,0.18,1.5126,202149.08,241612.565
11,000810.SZ,20200319,11.58,11.94,11.41,11.9,11.53,0.37,3.209,195780.58,228667.173
12,000810.SZ,20200318,11.7,12.17,11.44,11.53,11.57,-0.04,-0.3457,210480.04,248241.035
13,000810.SZ,20200317,11.61,11.8,11.11,11.57,11.39,0.18,1.5803,193831.65,223146.665
14,000810.SZ,20200316,12.5,12.52,11.32,11.39,12.33,-0.94,-7.6237,223555.45,266482.108
15,000810.SZ,20200313,11.77,12.58,11.61,12.33,12.58,-0.25,-1.9873,199726.6,242028.284
16,000810.SZ,20200312,12.53,12.86,12.45,12.58,12.85,-0.27,-2.1012,151824.51,192098.194
17,000810.SZ,20200311,13.14,13.43,12.78,12.85,13.06,-0.21,-1.608,200972.16,263879.675
18,000810.SZ,20200310,12.36,13.11,12.2,13.06,12.5,0.56,4.48,241868.78,306951.089
19,000810.SZ,20200309,13.4,13.4,12.5,12.5,13.63,-1.13,-8.2905,298770.48,385306.354
20,000810.SZ,20200306,13.6,13.83,13.54,13.63,13.9,-0.27,-1.9424,175011.44,239020.551
21,000810.SZ,20200305,14.18,14.18,13.62,13.9,13.87,0.03,0.2163,248777.72,345126.653
22,000810.SZ,20200304,13.73,14.07,13.53,13.87,13.99,-0.12,-0.8578,223417.75,308187.037
23,000810.SZ,20200303,14.5,14.61,13.77,13.99,13.92,0.07,0.5029,352932.22,502405.409
24,000810.SZ,20200302,13.69,14.1,13.27,13.92,13.45,0.47,3.4944,374013.93,512569.356
25,000810.SZ,20200228,14.0,14.47,13.45,13.45,14.94,-1.49,-9.9732,388203.8,536861.838
26,000810.SZ,20200227,15.38,15.58,14.5,14.94,15.39,-0.45,-2.924,341427.49,513322.841
27,000810.SZ,20200226,16.1,16.65,15.2,15.39,15.77,-0.38,-2.4096,498547.36,801879.649
28,000810.SZ,20200225,15.74,16.08,14.86,15.77,16.2,-0.43,-2.6543,443417.5,692239.008
29,000810.SZ,20200224,15.9,16.57,15.73,16.2,15.92,0.28,1.7588,405554.99,654219.388
30,000810.SZ,20200221,15.65,16.45,15.52,15.92,15.5,0.42,2.7097,484873.74,771827.715
31,000810.SZ,20200220,14.83,15.63,14.42,15.5,14.65,0.85,5.802,453721.92,680939.7
32,000810.SZ,20200219,15.4,15.6,14.62,14.65,14.93,-0.28,-1.8754,489646.9,738333.408
33,000810.SZ,20200218,14.17,14.95,14.1,14.93,14.28,0.65,4.5518,413427.73,600978.104
34,000810.SZ,20200217,13.77,14.38,13.41,14.28,13.5,0.78,5.7778,377534.74,527809.455
35,000810.SZ,20200214,13.15,13.68,13.1,13.5,13.2,0.3,2.2727,310889.85,417044.833
36,000810.SZ,20200213,13.65,13.8,13.15,13.2,13.5,-0.3,-2.2222,292558.96,392317.954
37,000810.SZ,20200212,13.0,13.54,12.89,13.5,13.06,0.44,3.3691,376745.34,500885.083
38,000810.SZ,20200211,13.18,13.24,12.83,13.06,13.25,-0.19,-1.434,263366.92,342707.595
39,000810.SZ,20200210,13.26,13.78,13.07,13.25,13.2,0.05,0.3788,344822.23,458927.076
40,000810.SZ,20200207,13.32,13.38,12.77,13.2,13.24,-0.04,-0.3021,279323.42,365309.945
41,000810.SZ,20200206,12.86,13.39,12.73,13.24,12.93,0.31,2.3975,299332.54,393591.029
42,000810.SZ,20200205,12.89,13.38,12.68,12.93,12.68,0.25,1.9716,274822.19,358576.459
