ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000566.SZ,20180709,11.6,12.09,11.6,11.6,12.89,-1.29,-10.01,196973.43,228548.911
000566.SZ,20180710,10.44,11.2,10.44,10.75,11.6,-0.85,-7.33,525480.19,555722.412
000566.SZ,20180711,10.45,10.76,10.28,10.71,10.75,-0.04,-0.37,178779.25,188144.866
000566.SZ,20180712,10.55,10.75,10.49,10.68,10.71,-0.03,-0.28,187355.15,198402.899
000566.SZ,20180713,10.58,10.63,10.5,10.54,10.68,-0.14,-1.31,147184.63,155267.655
000566.SZ,20180716,10.46,10.67,9.49,10.6,10.54,0.06,0.57,296371.49,296706.702
000566.SZ,20180717,10.29,10.37,10.05,10.23,10.6,-0.37,-3.49,119481.75,122271.917
000566.SZ,20180718,10.22,10.39,10.06,10.23,10.23,0.0,0.0,117305.78,119867.092
000566.SZ,20180719,10.26,10.39,10.11,10.13,10.23,-0.1,-0.98,112629.31,114726.13
000566.SZ,20180720,10.18,10.2,9.78,9.92,10.13,-0.21,-2.0731,102263.35,101755.846
000566.SZ,20180723,9.66,9.66,8.93,8.95,9.92,-0.97,-9.7782,176749.33,161688.387
000566.SZ,20180724,9.05,9.18,8.73,8.8,8.95,-0.15,-1.676,285316.89,253501.694
000566.SZ,20180725,8.81,8.88,8.5,8.73,8.8,-0.07,-0.7955,297032.41,257954.12
000566.SZ,20180726,8.7,8.71,8.55,8.55,8.73,-0.18,-2.0619,169748.27,146311.849
000566.SZ,20180727,8.57,8.59,8.24,8.34,8.55,-0.21,-2.4561,173303.17,144673.628
000566.SZ,20180730,8.37,8.37,7.77,7.83,8.34,-0.51,-6.1151,237703.73,190485.321
000566.SZ,20180731,7.81,8.13,7.79,7.98,7.83,0.15,1.9157,181134.55,144772.386
000566.SZ,20180801,7.92,8.02,7.55,7.86,7.98,-0.12,-1.5038,253252.48,197480.896
000566.SZ,20180802,7.88,7.99,7.22,7.37,7.86,-0.49,-6.2341,241312.79,183661.534
000566.SZ,20180803,7.37,7.5,7.25,7.33,7.37,-0.04,-0.5427,147737.57,109103.304
000566.SZ,20180806,7.34,7.34,6.66,6.72,7.33,-0.61,-8.322,198326.54,137815.399
000566.SZ,20180807,6.9,7.04,6.66,6.82,6.72,0.1,1.4881,196477.46,134139.719
000566.SZ,20180808,6.98,7.03,6.7,6.71,6.82,-0.11,-1.6129,142813.98,97553.456
