,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000671.SZ,20200403,7.09,7.14,6.9,7.01,7.05,-0.04,-0.5674,134140.75,93943.181
1,000671.SZ,20200402,6.87,7.07,6.84,7.05,6.93,0.12,1.7316,141659.05,98806.516
2,000671.SZ,20200401,6.99,7.2,6.92,6.93,6.99,-0.06,-0.8584,157565.32,110819.536
3,000671.SZ,20200331,7.22,7.29,6.86,6.99,7.15,-0.16,-2.2378,235186.62,165635.953
4,000671.SZ,20200330,6.99,7.23,6.91,7.15,7.05,0.1,1.4184,356037.31,254106.348
5,000671.SZ,20200327,6.99,7.31,6.87,7.05,6.86,0.19,2.7697,416501.44,295268.337
6,000671.SZ,20200326,6.88,7.0,6.75,6.86,6.98,-0.12,-1.7192,281984.58,193171.239
7,000671.SZ,20200325,6.59,7.02,6.53,6.98,6.45,0.53,8.2171,463002.37,313398.767
8,000671.SZ,20200324,6.47,6.54,6.26,6.45,6.36,0.09,1.4151,316927.75,202685.735
9,000671.SZ,20200323,6.4,6.49,6.3,6.36,6.71,-0.35,-5.2161,237882.33,152466.249
10,000671.SZ,20200320,6.52,6.72,6.48,6.71,6.43,0.28,4.3546,266049.26,175950.832
11,000671.SZ,20200319,6.61,6.74,6.29,6.43,6.68,-0.25,-3.7425,408063.57,263236.824
12,000671.SZ,20200318,6.99,7.13,6.62,6.68,6.98,-0.3,-4.298,250081.61,171818.955
13,000671.SZ,20200317,6.9,7.04,6.55,6.98,6.88,0.1,1.4535,346309.03,236128.716
14,000671.SZ,20200316,7.16,7.19,6.74,6.88,7.12,-0.24,-3.3708,332040.67,231571.376
15,000671.SZ,20200313,6.82,7.22,6.74,7.12,7.27,-0.15,-2.0633,296758.0,207385.891
16,000671.SZ,20200312,7.34,7.52,7.24,7.27,7.4,-0.13,-1.7568,271791.91,199161.1
17,000671.SZ,20200311,7.65,7.66,7.39,7.4,7.61,-0.21,-2.7595,272364.47,204692.193
18,000671.SZ,20200310,7.51,7.76,7.36,7.61,7.51,0.1,1.3316,354246.49,267469.461
19,000671.SZ,20200309,7.8,7.8,7.45,7.51,7.98,-0.47,-5.8897,528057.64,400689.845
20,000671.SZ,20200306,8.17,8.23,7.95,7.98,8.32,-0.34,-4.0865,317632.64,255271.536
21,000671.SZ,20200305,8.11,8.5,8.08,8.32,8.35,-0.03,-0.3593,470063.02,390803.768
22,000671.SZ,20200304,7.94,8.38,7.86,8.35,7.99,0.36,4.5056,614244.18,502603.415
23,000671.SZ,20200303,8.18,8.26,7.81,7.99,8.15,-0.16,-1.9632,446981.9,354885.121
24,000671.SZ,20200302,8.01,8.33,8.01,8.15,8.01,0.14,1.7478,554012.89,454735.065
25,000671.SZ,20200228,7.68,8.25,7.61,8.01,7.87,0.14,1.7789,546533.05,437174.499
26,000671.SZ,20200227,8.03,8.09,7.79,7.87,8.02,-0.15,-1.8703,335922.18,266059.039
27,000671.SZ,20200226,7.65,8.28,7.62,8.02,7.74,0.28,3.6176,613929.84,494996.654
28,000671.SZ,20200225,7.23,7.95,7.19,7.74,7.35,0.39,5.3061,669629.68,514994.15
