,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000415.SZ,20200403,2.91,2.91,2.86,2.87,2.92,-0.05,-1.7123,109825.37,31651.449
1,000415.SZ,20200402,2.87,2.92,2.84,2.92,2.88,0.04,1.3889,118566.75,34105.487
2,000415.SZ,20200401,2.88,2.92,2.87,2.88,2.9,-0.02,-0.6897,121353.63,35137.714
3,000415.SZ,20200331,2.94,2.94,2.89,2.9,2.91,-0.01,-0.3436,139402.65,40575.036
4,000415.SZ,20200330,2.92,2.94,2.88,2.91,2.95,-0.04,-1.3559,126484.59,36732.732
5,000415.SZ,20200327,2.97,3.01,2.94,2.95,2.94,0.01,0.3401,147519.58,43819.521
6,000415.SZ,20200326,2.97,2.99,2.93,2.94,2.99,-0.05,-1.6722,134377.23,39710.556
7,000415.SZ,20200325,2.99,3.0,2.95,2.99,2.93,0.06,2.0478,204263.6,60871.653
8,000415.SZ,20200324,2.94,2.97,2.87,2.93,2.89,0.04,1.3841,191229.84,55816.461
9,000415.SZ,20200323,2.99,2.99,2.89,2.89,3.03,-0.14,-4.6205,230845.58,67627.451
10,000415.SZ,20200320,3.03,3.04,2.98,3.03,3.0,0.03,1.0,143233.62,43226.899
11,000415.SZ,20200319,2.98,3.03,2.92,3.0,3.0,0.0,0.0,281344.96,83695.02
12,000415.SZ,20200318,3.09,3.11,2.99,3.0,3.07,-0.07,-2.2801,290150.88,88761.865
13,000415.SZ,20200317,3.14,3.17,2.98,3.07,3.12,-0.05,-1.6026,335437.9,102675.23
14,000415.SZ,20200316,3.29,3.3,3.1,3.12,3.25,-0.13,-4.0,325650.04,104297.085
15,000415.SZ,20200313,3.21,3.29,3.17,3.25,3.34,-0.09,-2.6946,376275.31,121148.387
16,000415.SZ,20200312,3.33,3.39,3.31,3.34,3.41,-0.07,-2.0528,255702.38,85538.279
17,000415.SZ,20200311,3.44,3.5,3.4,3.41,3.43,-0.02,-0.5831,332584.86,114863.429
18,000415.SZ,20200310,3.33,3.47,3.31,3.43,3.4,0.03,0.8824,312747.99,105654.179
19,000415.SZ,20200309,3.47,3.48,3.38,3.4,3.53,-0.13,-3.6827,329764.03,113033.522
20,000415.SZ,20200306,3.54,3.59,3.53,3.53,3.6,-0.07,-1.9444,325471.86,115637.135
21,000415.SZ,20200305,3.5,3.65,3.46,3.6,3.47,0.13,3.7464,573546.95,203298.332
22,000415.SZ,20200304,3.47,3.52,3.41,3.47,3.52,-0.05,-1.4205,312451.06,107977.915
23,000415.SZ,20200303,3.46,3.58,3.43,3.52,3.45,0.07,2.029,481049.22,167791.926
24,000415.SZ,20200302,3.42,3.49,3.38,3.45,3.3,0.15,4.5455,308874.32,105917.526
25,000415.SZ,20200228,3.34,3.38,3.28,3.3,3.43,-0.13,-3.7901,319632.9,106024.223
26,000415.SZ,20200227,3.47,3.53,3.42,3.43,3.47,-0.04,-1.1527,241956.26,83782.262
27,000415.SZ,20200226,3.51,3.58,3.45,3.47,3.57,-0.1,-2.8011,489043.34,171853.39
28,000415.SZ,20200225,3.38,3.62,3.29,3.57,3.46,0.11,3.1792,713583.83,245606.552
29,000415.SZ,20200224,3.52,3.52,3.44,3.46,3.55,-0.09,-2.5352,408262.99,141552.676
30,000415.SZ,20200221,3.6,3.64,3.53,3.55,3.58,-0.03,-0.838,453582.74,162481.334
31,000415.SZ,20200220,3.5,3.69,3.45,3.58,3.38,0.2,5.9172,651633.88,231032.292
32,000415.SZ,20200219,3.39,3.44,3.34,3.38,3.38,0.0,0.0,263208.97,89498.123
33,000415.SZ,20200218,3.41,3.43,3.32,3.38,3.42,-0.04,-1.1696,296819.57,100059.457
34,000415.SZ,20200217,3.31,3.43,3.31,3.42,3.31,0.11,3.3233,374779.97,126754.661
35,000415.SZ,20200214,3.13,3.35,3.11,3.31,3.14,0.17,5.414,554350.24,179855.334
36,000415.SZ,20200213,3.21,3.22,3.12,3.14,3.23,-0.09,-2.7864,355063.17,112163.455
37,000415.SZ,20200212,3.22,3.24,3.17,3.23,3.22,0.01,0.3106,206690.84,66300.158
38,000415.SZ,20200211,3.22,3.25,3.19,3.22,3.21,0.01,0.3115,189796.82,61186.993
39,000415.SZ,20200210,3.17,3.24,3.14,3.21,3.18,0.03,0.9434,207782.57,66229.696
40,000415.SZ,20200207,3.16,3.23,3.15,3.18,3.14,0.04,1.2739,248944.19,79101.745
41,000415.SZ,20200206,3.12,3.16,3.07,3.14,3.09,0.05,1.6181,211658.12,66053.88
42,000415.SZ,20200205,3.06,3.18,3.02,3.09,3.06,0.03,0.9804,264528.63,82133.036
43,000415.SZ,20200204,2.82,3.13,2.82,3.06,3.11,-0.05,-1.6077,472380.27,142086.381
44,000415.SZ,20200203,3.11,3.15,3.11,3.11,3.46,-0.35,-10.1156,158872.0,49419.592
