ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601028.SH,20180102,9.07,9.18,9.04,9.1,9.06,0.04,0.44,23306.35,21210.974
601028.SH,20180103,9.09,9.18,9.05,9.13,9.1,0.03,0.33,24657.79,22483.623
601028.SH,20180104,9.12,9.21,9.08,9.19,9.13,0.06,0.66,21127.28,19335.303
601028.SH,20180105,9.19,9.25,9.13,9.19,9.19,0.0,0.0,17276.1,15876.181
601028.SH,20180108,9.17,9.17,9.05,9.05,9.19,-0.14,-1.52,29350.2,26648.228
601028.SH,20180109,9.05,9.14,8.78,8.81,9.05,-0.24,-2.65,56327.23,50203.881
601028.SH,20180110,8.81,8.92,8.72,8.88,8.81,0.07,0.79,27416.93,24235.521
601028.SH,20180111,8.88,8.93,8.77,8.84,8.88,-0.04,-0.45,21890.93,19301.864
601028.SH,20180112,8.84,8.86,8.74,8.81,8.84,-0.03,-0.34,29384.4,25826.893
601028.SH,20180115,8.79,8.85,8.45,8.47,8.81,-0.34,-3.86,33046.0,28643.673
601028.SH,20180116,8.47,8.7,8.41,8.47,8.47,0.0,0.0,36661.2,31221.3
601028.SH,20180117,8.47,8.59,8.33,8.43,8.47,-0.04,-0.47,27306.59,22912.615
601028.SH,20180118,8.46,8.48,8.3,8.38,8.43,-0.05,-0.59,26512.36,22216.132
601028.SH,20180119,8.4,8.65,8.32,8.48,8.38,0.1,1.19,17037.6,14457.688
601028.SH,20180122,8.5,8.59,8.36,8.56,8.48,0.08,0.94,25440.39,21614.775
601028.SH,20180123,8.51,8.55,8.44,8.5,8.56,-0.06,-0.7,15560.0,13199.668
601028.SH,20180124,8.47,8.49,8.4,8.47,8.5,-0.03,-0.35,16774.7,14147.323
601028.SH,20180125,8.48,8.48,8.36,8.38,8.47,-0.09,-1.06,22330.15,18789.018
601028.SH,20180126,8.4,8.4,8.27,8.31,8.38,-0.07,-0.84,28008.56,23320.258
601028.SH,20180129,8.33,8.53,8.23,8.47,8.31,0.16,1.93,29160.34,24547.488
601028.SH,20180130,8.48,8.52,8.41,8.44,8.47,-0.03,-0.35,16792.0,14221.009
601028.SH,20180131,8.45,8.52,8.2,8.21,8.44,-0.23,-2.73,20096.42,16779.463
601028.SH,20180201,8.2,8.31,7.77,7.87,8.21,-0.34,-4.14,39174.8,31143.547
601028.SH,20180202,7.52,8.17,7.5,7.63,7.87,-0.24,-3.05,34712.0,26559.134
601028.SH,20180205,7.58,7.71,7.51,7.65,7.63,0.02,0.26,14598.0,11146.987
601028.SH,20180206,7.55,7.58,7.0,7.24,7.65,-0.41,-5.36,29622.02,21761.924
601028.SH,20180207,7.29,7.53,7.05,7.22,7.24,-0.02,-0.28,19522.59,14148.688
601028.SH,20180208,7.22,7.33,7.18,7.31,7.22,0.09,1.25,10399.6,7569.807
601028.SH,20180209,7.27,7.35,7.06,7.15,7.31,-0.16,-2.19,18855.8,13541.27
