,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601658.SH,20200403,5.25,5.27,5.23,5.26,5.27,-0.01,-0.1898,112720.65,59132.88
1,601658.SH,20200402,5.23,5.27,5.21,5.27,5.26,0.01,0.1901,199794.18,104644.1
2,601658.SH,20200401,5.26,5.27,5.22,5.26,5.27,-0.01,-0.1898,149103.14,78229.233
3,601658.SH,20200331,5.26,5.29,5.22,5.27,5.26,0.01,0.1901,158235.51,83171.554
4,601658.SH,20200330,5.25,5.27,5.18,5.26,5.3,-0.04,-0.7547,293341.89,153081.476
5,601658.SH,20200327,5.3,5.35,5.24,5.3,5.28,0.02,0.3788,409418.72,216636.931
6,601658.SH,20200326,5.17,5.35,5.15,5.28,5.17,0.11,2.1277,648458.55,341744.379
7,601658.SH,20200325,5.21,5.26,5.13,5.17,5.14,0.03,0.5837,564048.76,292631.505
8,601658.SH,20200324,5.13,5.16,5.05,5.14,5.08,0.06,1.1811,337141.43,172372.473
9,601658.SH,20200323,5.15,5.18,5.08,5.08,5.26,-0.18,-3.4221,307553.12,157597.331
10,601658.SH,20200320,5.23,5.26,5.21,5.26,5.23,0.03,0.5736,232258.42,121675.198
11,601658.SH,20200319,5.26,5.28,5.17,5.23,5.3,-0.07,-1.3208,408256.51,212867.629
12,601658.SH,20200318,5.38,5.4,5.3,5.3,5.37,-0.07,-1.3035,306722.37,164211.731
13,601658.SH,20200317,5.42,5.46,5.35,5.37,5.44,-0.07,-1.2868,430857.2,232226.967
14,601658.SH,20200316,5.52,5.52,5.43,5.44,5.55,-0.11,-1.982,660944.22,361554.997
15,601658.SH,20200313,5.45,5.55,5.37,5.55,5.51,0.04,0.726,989407.27,540599.297
16,601658.SH,20200312,5.5,5.54,5.48,5.51,5.51,0.0,0.0,396899.35,218318.654
17,601658.SH,20200311,5.49,5.51,5.47,5.51,5.5,0.01,0.1818,405264.22,222386.772
18,601658.SH,20200310,5.46,5.5,5.42,5.5,5.49,0.01,0.1821,552810.95,302374.02
19,601658.SH,20200309,5.48,5.5,5.47,5.49,5.51,-0.02,-0.363,669293.67,367007.26
20,601658.SH,20200306,5.56,5.56,5.5,5.51,5.62,-0.11,-1.9573,686978.9,379372.129
21,601658.SH,20200305,5.5,5.7,5.5,5.62,5.5,0.12,2.1818,1600005.95,897360.467
22,601658.SH,20200304,5.5,5.51,5.48,5.5,5.52,-0.02,-0.3623,444542.21,244199.481
23,601658.SH,20200303,5.53,5.56,5.5,5.52,5.53,-0.01,-0.1808,622272.8,343972.867
24,601658.SH,20200302,5.49,5.53,5.48,5.53,5.5,0.03,0.5455,636619.48,350909.656
25,601658.SH,20200228,5.49,5.52,5.47,5.5,5.52,-0.02,-0.3623,605960.71,332798.073
26,601658.SH,20200227,5.51,5.55,5.49,5.52,5.52,0.0,0.0,534604.59,294545.236
