ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601168.SH,20180102,8.26,8.35,8.19,8.32,8.2,0.12,1.46,359949.43,297979.38
601168.SH,20180103,8.33,8.43,8.24,8.26,8.32,-0.06,-0.72,428998.34,358029.982
601168.SH,20180104,8.19,8.35,8.14,8.34,8.26,0.08,0.97,363425.23,299570.105
601168.SH,20180105,8.32,8.35,8.22,8.26,8.34,-0.08,-0.96,289553.61,239641.757
601168.SH,20180108,8.22,8.61,8.2,8.51,8.26,0.25,3.03,567239.57,479592.702
601168.SH,20180109,8.49,8.7,8.49,8.58,8.51,0.07,0.82,551942.01,475050.558
601168.SH,20180110,8.56,8.81,8.52,8.67,8.58,0.09,1.05,521931.08,453249.717
601168.SH,20180111,8.61,8.77,8.48,8.58,8.67,-0.09,-1.04,400295.96,344410.585
601168.SH,20180112,8.54,8.67,8.48,8.58,8.58,0.0,0.0,298826.96,256201.804
601168.SH,20180115,8.6,8.65,8.16,8.19,8.58,-0.39,-4.55,496374.03,414624.926
601168.SH,20180116,8.14,8.35,8.13,8.28,8.19,0.09,1.1,267352.68,220804.553
601168.SH,20180117,8.24,8.3,8.04,8.2,8.28,-0.08,-0.97,277949.11,227175.933
601168.SH,20180118,8.21,8.44,8.21,8.35,8.2,0.15,1.83,290932.06,243227.095
601168.SH,20180119,8.33,8.52,8.32,8.46,8.35,0.11,1.32,278477.53,235079.929
601168.SH,20180122,8.48,8.71,8.46,8.68,8.46,0.22,2.6,397058.73,341803.102
601168.SH,20180123,8.63,8.77,8.58,8.68,8.68,0.0,0.0,388291.85,336590.383
601168.SH,20180124,8.6,8.64,8.49,8.61,8.68,-0.07,-0.81,329176.88,282398.219
601168.SH,20180125,8.9,8.98,8.71,8.73,8.61,0.12,1.39,572163.08,505415.292
601168.SH,20180126,8.65,8.86,8.61,8.7,8.73,-0.03,-0.34,320935.24,280377.751
601168.SH,20180129,8.85,9.01,8.75,8.78,8.7,0.08,0.92,482157.19,428198.083
601168.SH,20180130,8.59,8.86,8.53,8.56,8.78,-0.22,-2.51,446560.76,387026.555
601168.SH,20180131,8.48,8.48,8.19,8.36,8.56,-0.2,-2.34,456396.8,380350.865
601168.SH,20180201,8.32,8.42,7.52,7.61,8.36,-0.75,-8.97,759342.78,598023.358
601168.SH,20180202,7.5,8.07,7.38,7.92,7.61,0.31,4.07,576123.46,442788.378
601168.SH,20180205,7.71,8.0,7.65,7.9,7.92,-0.02,-0.25,368959.57,289491.601
601168.SH,20180206,7.75,7.89,7.5,7.52,7.9,-0.38,-4.81,550752.55,422206.709
601168.SH,20180207,7.68,7.84,7.58,7.63,7.52,0.11,1.46,433808.39,335072.375
601168.SH,20180208,7.5,7.56,7.3,7.48,7.63,-0.15,-1.97,375263.14,279798.043
601168.SH,20180209,7.25,7.34,6.81,6.89,7.48,-0.59,-7.89,463606.09,326332.522
601168.SH,20180212,6.94,7.06,6.89,7.04,6.89,0.15,2.18,210147.7,146737.458
601168.SH,20180213,7.09,7.17,6.99,7.03,7.04,-0.01,-0.14,260414.92,184138.05
601168.SH,20180214,7.12,7.13,6.95,7.05,7.03,0.02,0.28,167861.12,118037.825
601168.SH,20180222,7.08,7.28,7.07,7.23,7.05,0.18,2.55,306502.67,220406.318
