ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,yield
601339.SH,20180102,5.27,5.37,5.25,5.34,5.26,0.08,1.52,43467.67,23109.438,0.02
601339.SH,20180103,5.33,5.38,5.32,5.33,5.34,-0.01,-0.19,39773.81,21286.476000000002,0.0
601339.SH,20180104,5.3,5.45,5.28,5.37,5.33,0.04,0.75,57735.84,31043.285,-0.03
601339.SH,20180105,5.36,5.39,5.33,5.38,5.37,0.01,0.19,33839.6,18127.443,-0.02
601339.SH,20180108,5.35,5.37,5.32,5.35,5.38,-0.03,-0.56,22009.0,11746.771999999999,0.02
601339.SH,20180109,5.36,5.37,5.3,5.31,5.35,-0.04,-0.75,24518.0,13085.813999999998,0.01
601339.SH,20180110,5.33,5.37,5.26,5.28,5.31,-0.03,-0.57,44236.96,23476.549,0.04
601339.SH,20180111,5.28,5.29,5.24,5.28,5.28,0.0,0.0,16733.29,8807.530999999999,0.04
601339.SH,20180112,5.28,5.31,5.26,5.3,5.28,0.02,0.38,26109.19,13802.931999999999,-0.01
601339.SH,20180115,5.29,5.31,5.23,5.23,5.3,-0.07,-1.32,23097.17,12147.633999999998,0.07
601339.SH,20180116,5.27,5.32,5.19,5.3,5.23,0.07,1.34,38917.0,20515.905,0.06
601339.SH,20180117,5.29,5.3,5.24,5.27,5.3,-0.03,-0.57,18098.16,9532.362,0.06
601339.SH,20180118,5.26,5.29,5.25,5.29,5.27,0.02,0.38,16985.02,8955.777,0.06
601339.SH,20180119,5.29,5.3,5.25,5.27,5.29,-0.02,-0.38,17925.0,9436.905,0.06
601339.SH,20180122,5.25,5.28,5.22,5.28,5.27,0.01,0.19,17764.0,9327.551,0.06
601339.SH,20180123,5.28,5.37,5.25,5.36,5.28,0.08,1.52,71729.13,38140.967000000004,0.03
601339.SH,20180124,5.32,5.35,5.3,5.34,5.36,-0.02,-0.37,40835.5,21714.117000000002,0.04
601339.SH,20180125,5.34,5.37,5.3,5.33,5.34,-0.01,-0.19,39308.04,20953.973,0.04
601339.SH,20180126,5.3,5.32,5.27,5.31,5.33,-0.02,-0.38,23756.83,12581.033000000001,0.03
601339.SH,20180129,5.32,5.41,5.29,5.39,5.31,0.08,1.51,85318.68,45788.935,0.02
601339.SH,20180130,5.39,5.48,5.35,5.44,5.39,0.05,0.93,55632.8,30259.188,0.02
601339.SH,20180131,5.42,5.46,5.32,5.35,5.44,-0.09,-1.65,26800.0,14403.558,0.04
601339.SH,20180201,5.35,5.37,5.2,5.22,5.35,-0.13,-2.43,61306.9,32345.022,0.07
601339.SH,20180202,5.21,5.29,5.16,5.28,5.22,0.06,1.15,26095.86,13699.447,0.06
601339.SH,20180205,5.26,5.47,5.22,5.44,5.28,0.16,3.03,54698.83,29482.106,0.03
601339.SH,20180206,5.38,5.56,5.35,5.37,5.44,-0.07,-1.29,74708.59,40815.797999999995,0.03
601339.SH,20180207,5.44,5.55,5.38,5.47,5.37,0.1,1.86,63998.06,34879.641,0.01
601339.SH,20180208,5.42,5.55,5.41,5.49,5.47,0.02,0.37,35606.3,19529.467,0.0
601339.SH,20180209,5.43,5.43,5.2,5.27,5.49,-0.22,-4.01,41469.04,21943.251,0.03
601339.SH,20180212,5.26,5.62,5.26,5.61,5.27,0.34,6.45,104609.39,57341.855,-0.03
601339.SH,20180213,5.6,5.66,5.55,5.6,5.61,-0.01,-0.18,55678.01,31213.7,-0.03
601339.SH,20180214,5.62,5.62,5.52,5.61,5.6,0.01,0.18,16085.16,8951.288,-0.01
601339.SH,20180222,5.57,5.62,5.57,5.61,5.61,0.0,0.0,26900.78,15046.073,0.0
601339.SH,20180223,5.61,5.61,5.54,5.59,5.61,-0.02,-0.36,18238.24,10174.24,-0.08
601339.SH,20180226,5.59,5.62,5.54,5.6,5.59,0.01,0.18,34144.67,19081.576,-0.06
601339.SH,20180227,5.56,5.6,5.48,5.53,5.6,-0.07,-1.25,33497.9,18506.936,-0.04
601339.SH,20180228,5.5,5.56,5.47,5.54,5.53,0.01,0.18,28127.9,15540.267,-0.05
601339.SH,20180301,5.51,5.56,5.51,5.55,5.54,0.01,0.18,22748.85,12604.903,-0.05
601339.SH,20180302,5.53,5.55,5.45,5.49,5.55,-0.06,-1.08,39063.33,21469.653,-0.04
601339.SH,20180305,5.48,5.51,5.46,5.5,5.49,0.01,0.18,11615.4,6380.3240000000005,-0.04
601339.SH,20180306,5.52,5.55,5.5,5.54,5.5,0.04,0.73,14911.24,8235.318000000001,-0.06
601339.SH,20180307,5.54,5.61,5.5,5.58,5.54,0.04,0.72,29651.93,16474.004,-0.07
601339.SH,20180308,5.57,5.62,5.55,5.57,5.58,-0.01,-0.18,17960.38,10019.036,-0.08
601339.SH,20180309,5.59,5.59,5.55,5.58,5.57,0.01,0.18,16862.0,9391.114,-0.08
601339.SH,20180312,5.59,5.62,5.57,5.59,5.58,0.01,0.18,23787.24,13288.928999999998,-0.08
601339.SH,20180313,5.6,5.61,5.53,5.55,5.59,-0.04,-0.72,18515.78,10314.93,-0.08
601339.SH,20180314,5.51,5.57,5.49,5.5,5.55,-0.05,-0.9,22430.46,12412.181999999999,-0.06
601339.SH,20180315,5.5,5.51,5.45,5.5,5.5,0.0,0.0,18067.59,9905.328000000001,-0.07
601339.SH,20180316,5.49,5.5,5.42,5.45,5.5,-0.05,-0.91,14860.85,8122.238,-0.07
601339.SH,20180319,5.44,5.47,5.4,5.45,5.45,0.0,0.0,10212.46,5559.866999999999,-0.07
601339.SH,20180320,5.42,5.46,5.41,5.45,5.45,0.0,0.0,7337.2,3984.778,-0.07
601339.SH,20180321,5.46,5.7,5.43,5.56,5.45,0.11,2.02,32037.12,17604.523999999998,-0.11
601339.SH,20180322,5.83,5.88,5.63,5.63,5.56,0.07,1.26,103532.79,59558.780999999995,-0.14
601339.SH,20180323,5.2,5.43,5.09,5.17,5.63,-0.46,-8.17,98147.43,51814.310999999994,-0.05
601339.SH,20180326,5.16,5.34,5.07,5.27,5.17,0.1,1.93,35167.11,18371.22,-0.07
601339.SH,20180327,5.28,5.39,5.27,5.31,5.27,0.04,0.76,27136.95,14481.274,-0.09
601339.SH,20180328,5.29,5.35,5.24,5.25,5.31,-0.06,-1.13,13662.33,7212.165,-0.08
601339.SH,20180329,5.25,5.31,5.23,5.29,5.25,0.04,0.76,17411.63,9202.395,-0.08
601339.SH,20180330,5.28,5.36,5.26,5.28,5.29,-0.01,-0.19,22222.42,11789.76,-0.08
601339.SH,20180402,5.27,5.3,5.25,5.26,5.28,-0.02,-0.38,17241.13,9085.956,-0.07
601339.SH,20180403,5.2,5.24,5.14,5.18,5.26,-0.08,-1.52,18528.74,9595.925,-0.04
601339.SH,20180404,5.18,5.22,5.17,5.17,5.18,-0.01,-0.19,10161.41,5273.236999999999,-0.04
601339.SH,20180409,5.17,5.17,5.12,5.15,5.17,-0.02,-0.39,12252.46,6303.304,-0.04
601339.SH,20180410,5.16,5.18,5.1,5.14,5.15,-0.01,-0.19,28107.6,14429.655,-0.04
601339.SH,20180411,5.13,5.16,5.13,5.15,5.14,0.01,0.19,12855.38,6619.111999999999,-0.04
601339.SH,20180412,5.15,5.15,5.11,5.13,5.15,-0.02,-0.39,17407.38,8928.771,-0.04
601339.SH,20180413,5.16,5.16,5.12,5.15,5.13,0.02,0.39,11806.0,6069.015,-0.04
601339.SH,20180416,5.16,5.16,5.1,5.12,5.15,-0.03,-0.58,8672.0,4434.147,0.0
601339.SH,20180417,5.13,5.13,5.04,5.05,5.12,-0.07,-1.37,11210.38,5706.536999999999,0.03
601339.SH,20180418,5.1,5.1,5.03,5.06,5.05,0.01,0.2,9575.13,4839.589,0.02
601339.SH,20180419,5.06,5.08,5.05,5.05,5.06,-0.01,-0.2,10010.81,5068.235,0.04
601339.SH,20180420,5.06,5.06,4.97,4.97,5.05,-0.08,-1.58,16525.0,8270.045,0.06
601339.SH,20180423,4.98,5.0,4.83,4.86,4.97,-0.11,-2.21,26200.48,12788.911,0.07
601339.SH,20180424,4.86,4.94,4.85,4.91,4.86,0.05,1.03,18883.02,9244.639000000001,0.05
601339.SH,20180425,4.85,4.92,4.85,4.92,4.91,0.01,0.2,11247.49,5513.566,0.02
601339.SH,20180426,4.91,4.94,4.84,4.84,4.92,-0.08,-1.63,12108.18,5892.338000000001,0.04
601339.SH,20180427,4.85,4.87,4.83,4.84,4.84,0.0,0.0,9560.38,4635.406,0.06
601339.SH,20180502,4.85,4.94,4.83,4.86,4.84,0.02,0.41,26282.53,12825.738000000001,0.06
601339.SH,20180503,4.88,4.9,4.83,4.88,4.86,0.02,0.41,8336.41,4052.17,0.09
601339.SH,20180504,4.89,4.92,4.85,4.9,4.88,0.02,0.41,22715.89,11097.408000000001,0.1
