date,open,high,close,low,volume,p_change
2017-10-09,4.89,5.24,5.24,4.85,273807.81,10.08
2017-10-10,5.65,5.76,5.76,5.51,437845.16,9.92
2017-10-11,5.79,6.19,5.71,5.55,1456159.5,-0.87
2017-10-12,5.56,5.67,5.58,5.37,733903.94,-2.28
2017-10-13,5.45,5.5,5.32,5.3,504974.69,-4.66
2017-10-16,5.25,5.28,5.11,5.01,434171.72,-3.95
2017-10-17,5.08,5.17,5.1,5.06,236113.48,-0.2
2017-10-18,5.09,5.13,4.9,4.84,307275.81,-3.92
2017-10-19,4.89,5.0,4.92,4.88,200283.06,0.41
2017-10-20,4.92,5.11,5.09,4.84,283753.0,3.46
2017-10-23,5.04,5.06,5.0,4.93,191851.41,-1.77
2017-10-24,4.99,5.05,4.9,4.83,175889.92,-2.0
2017-10-25,4.91,4.98,4.92,4.82,140911.42,0.41
2017-10-26,4.88,4.93,4.89,4.83,136726.73,-0.61
2017-10-27,4.86,4.96,4.84,4.82,138712.06,-1.02
2017-10-30,4.79,4.81,4.54,4.48,200241.44,-6.2
2017-10-31,4.56,4.58,4.56,4.5,96955.38,0.44
2017-11-01,4.57,4.6,4.52,4.49,118550.6,-0.88
2017-11-02,4.49,4.52,4.38,4.37,161642.52,-3.1
2017-11-03,4.39,4.45,4.37,4.34,105242.0,-0.23
2017-11-06,4.37,4.41,4.41,4.33,92008.85,0.92
2017-11-07,4.39,4.49,4.44,4.35,124181.78,0.68
2017-11-08,4.5,4.88,4.88,4.47,347772.81,9.91
2017-11-09,4.99,5.19,5.07,4.93,671218.75,3.89
2017-11-10,5.02,5.03,4.9,4.9,318130.28,-3.35
2017-11-13,4.86,4.93,4.83,4.74,257230.52,-1.43
2017-11-14,4.82,4.83,4.76,4.68,179467.0,-1.45
2017-11-15,4.76,4.95,4.93,4.68,273734.41,3.57
2017-11-16,4.8,4.89,4.76,4.75,221989.31,-3.45
2017-11-17,4.71,4.72,4.43,4.39,237705.77,-6.93
2017-11-20,4.44,4.55,4.51,4.28,126367.29,1.81
2017-11-21,4.45,4.54,4.47,4.41,105020.49,-0.89
2017-11-22,4.46,4.47,4.39,4.38,104166.46,-1.79
2017-11-23,4.38,4.38,4.22,4.19,136734.95,-3.87
2017-11-24,4.17,4.25,4.23,4.16,78127.96,0.24
2017-11-27,4.23,4.25,4.23,4.18,59602.0,0.0
2017-11-28,4.23,4.34,4.34,4.22,77451.42,2.6
2017-11-29,4.34,4.43,4.38,4.23,130558.51,0.92
2017-11-30,4.34,4.36,4.26,4.24,95467.91,-2.74
2017-12-01,4.27,4.39,4.37,4.24,103455.42,2.58
2017-12-04,4.4,4.41,4.28,4.25,84426.74,-2.06
2017-12-05,4.28,4.29,4.15,4.11,102826.9,-3.04
2017-12-06,4.1,4.17,4.14,3.97,106919.14,-0.24
2017-12-07,4.12,4.16,4.15,4.07,67178.28,0.24
2017-12-08,4.16,4.24,4.21,4.13,94705.42,1.45
2017-12-11,4.2,4.37,4.27,4.16,130197.53,1.43
2017-12-12,4.23,4.26,4.17,4.17,86998.87,-2.34
2017-12-13,4.17,4.24,4.2,4.15,68907.2,0.72
2017-12-14,4.19,4.23,4.18,4.16,60733.69,-0.48
2017-12-15,4.2,4.2,4.16,4.12,61462.22,-0.48
2017-12-18,4.16,4.18,4.15,4.13,47862.69,-0.24
2017-12-19,4.15,4.19,4.16,4.14,42865.49,0.24
2017-12-20,4.16,4.16,4.06,4.04,76586.77,-2.4
2017-12-21,4.05,4.06,4.0,3.95,101046.9,-1.48
2017-12-22,4.0,4.03,4.0,3.98,49732.2,0.0
2017-12-25,3.98,4.0,3.88,3.88,84314.73,-3.0
2017-12-26,3.88,3.95,3.92,3.83,58269.6,1.03
2017-12-27,3.91,4.16,4.03,3.88,145166.98,2.81
2017-12-28,4.0,4.14,4.04,3.97,151763.59,0.25
2017-12-29,4.03,4.03,3.98,3.94,93024.6,-1.49
2018-01-02,3.96,4.05,4.04,3.95,80772.61,1.51
2018-01-03,4.04,4.1,4.06,4.02,92917.57,0.49
2018-05-23,4.47,4.47,4.47,4.47,8509.89,10.1
2018-05-24,4.92,4.92,4.92,4.92,12595.17,10.07
2018-05-25,5.41,5.41,5.41,5.41,29151.35,9.96
2018-05-28,5.95,5.95,5.95,5.95,21490.03,9.98
2018-05-29,6.55,6.55,6.55,6.55,22715.6,10.08
2018-05-30,7.21,7.21,7.21,7.21,22069.75,10.08
