date,open,high,close,low,volume,p_change
2017-10-09,25.38,25.54,24.74,24.65,345665.38,-0.92
2017-10-10,25.0,25.19,24.38,23.54,752397.25,-1.46
2017-10-11,24.19,24.2,24.09,23.85,343373.31,-1.19
2017-10-12,24.08,24.34,24.29,24.02,223009.05,0.83
2017-10-13,24.3,24.4,24.09,23.94,274608.72,-0.82
2017-10-16,24.15,24.6,24.43,24.15,302459.5,1.41
2017-10-17,24.5,24.6,24.2,24.15,220324.55,-0.94
2017-10-18,24.34,25.0,24.99,24.3,412148.28,3.26
2017-10-19,25.2,25.76,25.38,25.2,461944.66,1.56
2017-10-20,25.13,26.3,26.25,25.1,564991.56,3.43
2017-10-23,26.21,26.47,26.29,25.82,321457.44,0.15
2017-10-24,26.3,26.85,26.48,26.11,373040.19,0.72
2017-10-25,26.45,27.13,26.67,26.2,282403.72,0.72
2017-10-26,26.81,27.01,26.21,26.18,432556.12,-1.73
2017-10-27,26.38,26.52,26.0,25.74,448911.34,-0.8
2017-10-30,26.06,26.54,26.06,25.47,548808.5,0.23
2017-10-31,25.8,26.18,26.12,25.7,278496.19,0.23
2017-11-01,26.02,26.05,24.99,24.97,693046.44,-4.33
2017-11-02,24.95,25.16,25.1,24.5,460419.28,0.44
2017-11-03,24.95,25.2,25.15,24.58,366662.34,0.2
2017-11-06,25.05,25.18,25.14,24.71,417514.47,-0.04
2017-11-07,25.19,25.83,25.24,25.06,661862.5,0.4
2017-11-08,25.25,25.6,25.52,25.13,528036.62,1.11
2017-11-09,25.45,25.91,25.73,25.36,367343.5,0.82
2017-11-10,25.68,25.83,24.98,24.95,506177.31,-2.84
2017-11-13,24.92,26.5,26.48,24.85,933319.94,5.92
2017-11-14,26.48,27.28,26.9,26.26,975544.75,1.59
2017-11-15,27.14,27.23,26.78,26.48,659708.81,-0.37
2017-11-16,27.08,27.79,27.5,26.74,773097.19,2.8
2017-11-17,27.6,29.18,28.35,27.6,1102753.38,3.2
2017-11-20,27.98,28.97,28.88,27.59,658082.0,1.91
2017-11-21,28.87,29.8,28.5,28.4,718892.56,-1.32
2017-11-22,28.68,29.8,29.3,28.68,658766.19,2.84
2017-11-23,29.05,29.98,29.28,28.53,682705.5,0.0
2017-11-24,29.4,29.78,28.79,28.34,587115.44,-1.64
2017-11-27,29.1,29.85,27.64,27.5,791930.56,-3.99
2017-11-28,27.62,30.08,29.95,27.2,644970.44,8.55
2017-11-29,30.0,31.91,31.58,30.0,1060535.5,5.27
