date,open,high,close,low,volume,p_change
2017-10-09,24.31,25.26,24.6,24.2,426559.28,2.2
2017-10-10,24.6,24.78,24.47,23.97,299039.5,-0.53
2017-10-11,24.35,25.6,25.44,24.08,426962.69,3.96
2017-10-12,25.35,26.0,25.47,25.14,289536.28,0.12
2017-10-13,25.5,25.73,25.58,25.2,175259.8,0.43
2017-10-16,25.38,26.51,25.89,25.33,346900.56,1.21
2017-10-17,25.89,26.42,25.95,25.61,231888.2,0.23
2017-10-18,25.95,26.86,26.85,25.81,275381.62,3.47
2017-10-19,26.63,26.93,25.9,25.7,197558.16,-3.54
2017-10-20,25.64,25.91,25.65,25.23,112913.51,-0.96
2017-10-23,25.81,26.35,25.92,25.5,127889.91,1.05
2017-10-24,25.72,26.52,26.49,25.31,208082.56,2.2
2017-10-25,26.46,26.82,26.77,26.3,167830.16,1.06
2017-10-26,26.8,28.02,27.01,26.53,281880.81,0.9
2017-10-27,27.1,27.15,26.23,26.12,243275.28,-2.89
2017-10-30,26.25,27.21,27.02,26.25,321732.38,3.01
2017-10-31,26.98,27.83,27.75,26.85,293710.19,2.7
2017-11-01,27.76,28.45,28.0,27.5,333734.19,0.9
2017-11-02,27.81,28.3,28.26,27.25,258541.02,0.93
2017-11-03,28.31,28.75,28.0,27.87,200458.45,-0.92
2017-11-06,27.98,29.21,29.12,27.65,323391.56,4.0
2017-11-07,29.12,29.38,28.56,28.35,287172.19,-1.92
2017-11-08,28.57,28.85,27.7,27.45,335108.28,-3.01
2017-11-09,27.52,28.51,28.51,27.24,284899.19,2.92
2017-11-10,28.47,29.3,28.93,28.28,308264.44,1.47
2017-11-13,29.0,29.99,29.66,28.56,273185.0,2.52
2017-11-14,29.58,30.69,29.27,29.09,296135.41,-1.31
2017-11-15,29.01,29.59,28.76,27.7,294317.72,-1.74
2017-11-16,28.5,28.94,28.81,27.84,253325.3,0.17
2017-11-17,28.79,28.79,28.25,27.52,278500.31,-1.94
2017-11-20,27.95,28.77,28.77,27.5,192638.98,1.84
2017-11-21,28.68,29.13,29.02,28.25,288696.88,0.87
2017-11-22,28.97,29.32,27.98,27.84,306591.78,-3.58
2017-11-23,27.63,27.9,25.94,25.7,389519.09,-7.29
2017-11-24,25.55,26.39,26.24,24.98,257002.72,1.16
2017-11-27,26.12,26.12,25.65,25.25,198509.22,-2.25
2017-11-28,25.44,25.94,25.47,24.95,241390.59,-0.7
2017-11-29,25.45,25.48,24.95,24.21,278374.78,-2.04
2017-11-30,24.76,25.07,24.34,24.0,172809.84,-2.44
2017-12-01,24.15,25.11,24.5,24.14,214107.92,0.66
2017-12-04,24.63,25.68,25.44,24.63,188590.38,3.84
2017-12-05,25.45,26.25,25.78,25.28,242984.0,1.34
2017-12-06,25.8,25.82,25.15,24.62,177646.48,-2.44
2017-12-07,25.16,25.16,24.67,24.18,198354.64,-1.91
2017-12-08,24.6,25.44,25.2,24.45,174185.2,2.15
2017-12-11,24.99,25.94,25.56,24.92,254044.08,1.43
2017-12-12,25.41,25.94,25.04,24.92,199489.16,-2.03
2017-12-13,24.93,25.28,25.16,24.62,145519.64,0.48
2017-12-14,25.2,25.24,24.15,23.42,518674.72,-4.01
2017-12-15,23.9,24.08,23.44,23.1,375567.28,-2.94
2017-12-18,23.44,23.73,23.67,23.21,226551.31,0.98
2017-12-19,23.75,24.04,23.6,23.44,223281.19,-0.3
2017-12-20,23.6,23.8,23.28,23.13,293255.0,-1.36
2017-12-21,23.25,24.36,24.02,22.67,567718.38,3.18
2017-12-22,23.99,24.4,23.46,23.36,397349.88,-2.33
2017-12-25,23.56,23.75,22.88,22.7,417230.09,-2.47
2017-12-26,22.97,23.04,22.52,22.1,442309.91,-1.57
2017-12-27,22.66,22.72,21.2,21.09,479713.19,-5.86
2017-12-28,21.35,21.79,21.57,21.31,430208.44,1.75
2017-12-29,21.82,23.19,23.09,21.82,510633.84,7.05
2018-01-02,23.25,23.49,23.18,22.71,364273.16,0.39
2018-01-03,23.3,24.89,24.29,23.27,498014.81,4.79
2018-01-04,24.35,24.73,24.44,23.9,324525.28,0.62
2018-01-05,24.47,24.5,24.0,23.8,264151.97,-1.8
2018-01-08,23.94,23.95,23.56,22.89,382426.72,-1.83
2018-01-09,23.52,24.1,23.99,23.15,240953.09,1.82
2018-01-10,23.95,23.95,23.8,23.52,194978.52,-0.79
2018-01-11,23.59,24.45,24.39,23.23,311501.78,2.48
