date,open,high,close,low,volume,p_change
2017-10-09,92.06,92.88,90.89,90.03,54641.45,0.21
2017-10-10,90.89,92.25,91.26,90.89,64573.84,0.41
2017-10-11,91.28,93.35,92.79,91.28,57719.4,1.68
2017-10-12,93.1,93.7,93.25,92.59,34213.02,0.5
2017-10-13,93.25,93.25,91.15,91.14,42450.75,-2.25
2017-10-16,91.26,92.5,91.18,90.65,42983.52,0.03
2017-10-17,91.2,92.29,92.15,90.41,28934.03,1.06
2017-10-18,92.1,97.1,97.1,91.71,78907.44,5.37
2017-10-19,97.51,100.77,99.4,96.66,80629.84,2.37
2017-10-20,98.8,100.71,99.2,98.0,46154.44,-0.2
2017-10-23,99.25,103.5,101.5,98.3,64120.69,2.32
2017-10-24,101.5,103.85,102.81,100.8,48465.17,1.29
2017-10-25,102.81,103.95,102.61,100.74,49235.34,-0.2
2017-10-26,102.1,105.8,101.0,100.8,87876.98,-1.57
2017-10-27,100.69,103.4,102.9,100.0,68838.45,1.88
2017-10-30,102.49,109.87,106.68,101.11,86826.41,3.67
2017-10-31,104.78,107.2,104.84,103.68,76155.97,-1.73
2017-11-01,104.84,107.2,103.39,102.15,70209.3,-1.38
2017-11-02,102.94,104.68,104.66,101.82,52234.63,1.23
2017-11-03,103.5,106.35,103.87,103.5,56085.53,-0.76
2017-11-06,103.25,106.7,105.45,101.78,96017.86,1.52
2017-11-07,105.0,108.2,105.87,104.0,91122.16,0.4
2017-11-08,105.43,105.79,101.8,101.1,172256.31,-3.84
2017-11-09,101.2,102.0,101.5,100.0,82973.5,-0.29
2017-11-10,101.91,102.2,101.32,100.2,73658.55,-0.18
2017-11-13,101.0,102.15,100.55,100.0,74614.93,-0.76
2017-11-14,101.7,102.1,99.61,99.0,78412.23,-0.94
2017-11-15,99.8,100.9,99.73,98.0,58993.98,0.12
2017-11-16,99.35,102.86,102.71,99.35,84497.75,2.99
2017-11-17,102.34,102.45,101.81,99.78,58407.33,-0.88
2017-11-20,101.0,102.39,101.32,99.21,42232.3,-0.48
2017-11-21,101.35,104.06,104.06,100.81,91308.05,2.7
2017-11-22,104.3,106.26,103.4,102.3,80233.26,-0.63
2017-11-23,102.9,102.9,97.9,97.0,80311.09,-5.32
2017-11-24,97.9,98.88,98.82,96.4,46064.77,0.94
2017-11-27,98.4,98.4,96.78,95.55,44370.1,-2.06
2017-11-28,96.5,97.86,96.2,95.7,36065.09,-0.6
2017-11-29,96.9,96.9,94.1,93.19,52315.95,-2.18
2017-11-30,93.89,95.35,94.1,93.38,30987.81,0.0
2017-12-01,94.1,95.65,94.67,93.7,31400.83,0.61
2017-12-04,94.2,96.49,95.5,94.02,40324.3,0.88
2017-12-05,95.5,96.08,95.68,93.86,45713.08,0.19
2017-12-06,95.0,96.3,96.0,94.45,22762.37,0.33
2017-12-07,95.78,95.98,93.7,93.65,21748.03,-2.4
2017-12-08,93.6,95.15,94.87,93.48,27315.57,1.25
2017-12-11,95.0,98.55,98.3,95.0,68433.45,3.62
2017-12-12,98.03,98.6,97.62,97.03,27630.74,-0.69
2017-12-13,98.0,99.65,99.4,97.2,36524.35,1.82
2017-12-14,99.3,99.98,99.34,98.6,20333.5,-0.06
2017-12-15,99.5,99.78,98.6,98.14,15315.79,-0.74
2017-12-18,98.5,99.28,98.49,97.58,21908.92,-0.11
2017-12-19,99.0,101.38,101.33,98.55,30344.97,2.88
2017-12-20,101.48,102.95,102.58,101.13,29403.03,1.23
2017-12-21,102.61,102.82,102.4,101.13,25574.47,-0.17
2017-12-22,102.5,103.3,102.97,101.4,21606.4,0.56
2017-12-25,102.84,103.57,102.7,101.58,17860.68,-0.26
2017-12-26,102.67,103.36,102.8,101.8,22271.65,0.1
2017-12-27,102.95,103.2,100.0,99.83,38665.39,-2.72
2017-12-28,100.5,102.5,101.66,100.31,52656.5,1.66
2017-12-29,101.98,102.2,101.79,101.26,28973.56,0.13
2018-01-02,102.41,103.1,102.49,100.99,34151.49,0.69
2018-01-03,103.12,103.18,101.8,101.59,41336.78,-0.67
2018-01-04,102.2,103.35,103.35,101.8,48015.09,1.52
2018-01-05,103.38,103.8,102.08,101.83,29951.99,-1.23
2018-01-08,101.1,104.11,103.9,101.1,45853.07,1.78
