date,open,high,close,low,volume,p_change
2017-10-09,58.49,59.48,58.4,58.01,80582.53,0.24
2017-10-10,58.5,59.72,59.44,58.29,81817.78,1.78
2017-10-11,59.6,60.99,60.27,59.11,88249.99,1.4
2017-10-12,60.06,60.78,60.14,59.66,46885.08,-0.22
2017-10-13,60.12,60.38,59.26,59.2,46419.35,-1.46
2017-10-16,59.31,61.99,61.51,59.31,96941.37,3.8
2017-10-17,61.0,61.85,61.22,60.62,55993.34,-0.47
2017-10-18,61.48,63.96,63.63,61.08,102557.03,3.94
2017-10-19,63.5,65.35,63.34,63.23,110856.79,-0.46
2017-10-20,63.24,64.34,63.75,62.6,55583.77,0.65
2017-10-23,63.72,65.79,64.89,63.3,76344.75,1.79
2017-10-24,64.8,65.47,64.83,64.4,55769.8,-0.09
2017-10-25,64.8,65.17,64.32,63.4,77573.34,-0.79
2017-10-26,64.5,66.49,64.2,63.82,95019.11,-0.19
2017-10-27,64.88,66.48,66.02,64.15,107210.24,2.83
2017-10-30,66.03,69.18,66.98,64.48,140860.27,1.45
2017-10-31,67.0,68.15,67.75,66.05,79553.92,1.15
2017-11-01,67.76,69.69,67.02,66.87,100515.67,-1.08
2017-11-02,66.99,67.48,67.45,66.3,64773.04,0.64
2017-11-03,67.5,68.26,67.15,66.81,66746.93,-0.45
2017-11-06,67.11,69.97,69.87,66.38,104320.79,4.05
2017-11-07,69.7,70.3,69.61,68.61,76249.27,-0.37
2017-11-08,69.55,70.09,67.5,66.96,92632.87,-3.03
2017-11-09,67.5,67.76,67.55,65.84,90136.66,0.07
2017-11-10,67.25,68.88,68.2,66.51,76067.19,0.98
2017-11-13,68.0,68.9,67.77,67.58,65806.0,-0.65
2017-11-14,67.6,68.33,65.44,65.38,95434.69,-3.41
2017-11-15,65.18,66.3,65.45,63.75,79809.33,0.0
2017-11-16,65.14,67.77,67.57,65.0,77205.64,3.22
2017-11-17,67.49,67.57,66.69,66.01,61931.53,-1.27
2017-11-20,66.06,67.16,66.92,64.18,60715.21,0.34
2017-11-21,66.55,68.89,68.21,66.5,79206.96,1.91
2017-11-22,68.34,69.37,68.53,67.7,88614.41,0.5
2017-11-23,68.48,68.48,63.99,63.3,100385.38,-6.58
2017-11-24,63.96,64.49,63.58,62.81,56942.38,-0.59
2017-11-27,63.4,63.95,62.44,62.28,46594.9,-1.81
2017-11-28,62.02,63.5,62.69,62.02,47105.46,0.45
2017-11-29,62.95,62.97,61.91,61.13,42925.23,-1.2
2017-11-30,61.6,62.66,61.58,61.3,27064.72,-0.55
2017-12-01,61.3,62.48,61.94,61.0,34142.77,0.65
2017-12-04,61.7,63.69,63.15,61.5,45218.98,2.0
2017-12-05,62.88,63.45,62.39,61.9,32809.3,-1.16
2017-12-06,62.4,62.93,62.91,61.87,30546.23,0.82
2017-12-07,62.69,63.25,62.53,62.52,24128.68,-0.6
2017-12-08,62.4,63.35,62.94,62.23,25096.9,0.62
2017-12-11,62.92,64.48,64.19,62.92,51147.68,2.0
2017-12-12,64.19,64.24,63.49,63.4,31293.04,-1.06
2017-12-13,63.6,64.09,63.96,63.06,29175.87,0.77
2017-12-14,63.8,64.29,63.38,63.17,31201.94,-0.94
2017-12-15,63.35,63.58,61.77,61.39,43994.56,-2.52
2017-12-18,61.73,62.49,61.88,61.51,21968.8,0.19
2017-12-19,61.98,63.18,63.14,61.88,36727.86,2.05
2017-12-20,63.04,64.18,63.96,62.7,44026.28,1.35
2017-12-21,63.76,64.83,64.35,63.24,38385.46,0.61
2017-12-22,64.3,64.8,64.45,64.07,22280.48,0.14
2017-12-25,64.21,64.51,64.01,63.45,26161.06,-0.68
2017-12-26,64.35,64.82,64.32,63.81,27705.01,0.42
2017-12-27,64.29,64.32,62.38,62.2,35630.94,-2.96
2017-12-28,62.47,63.15,62.85,62.01,30499.87,0.79
2017-12-29,62.85,63.38,63.21,62.7,23780.16,0.56
2018-01-02,63.05,65.69,65.52,63.05,56891.25,3.67
2018-01-03,65.92,66.63,65.7,65.23,49539.23,0.26
2018-01-04,65.8,67.98,67.63,65.8,64221.11,2.95
2018-01-05,67.7,69.0,67.75,67.19,59948.95,0.06
2018-01-08,67.75,69.6,69.06,67.41,58103.05,1.96
2018-01-09,68.8,72.2,72.09,68.8,98214.8,4.36
2018-01-10,73.3,74.68,72.45,71.33,128992.07,0.51
2018-01-11,72.3,73.2,72.8,71.33,58014.36,0.51
2018-01-12,72.48,74.9,74.07,72.2,67485.76,1.79
2018-01-15,74.16,74.98,72.94,72.31,64443.55,-1.47
2018-01-16,72.72,76.0,74.95,71.77,77013.34,2.76
2018-01-17,74.75,75.44,72.46,72.01,64694.08,-3.32
2018-01-18,73.0,74.96,73.79,72.63,46558.5,1.82
2018-01-19,73.64,74.47,72.93,72.7,33736.79,-1.11
2018-01-22,73.0,76.88,76.68,73.0,69128.42,5.14
2018-01-23,77.56,77.77,76.64,75.63,53947.44,-0.05
2018-01-24,76.2,76.98,75.99,75.38,39812.23,-0.83
2018-01-25,75.99,76.98,75.6,74.1,55301.55,-0.47
2018-01-26,74.75,76.9,76.31,74.4,48412.62,1.46
2018-01-29,76.05,77.06,73.44,73.03,71188.19,-3.81
2018-01-30,73.3,73.74,72.99,72.53,33089.23,-0.57
2018-01-31,72.64,73.98,73.29,72.64,36632.26,0.47
2018-02-01,73.06,73.49,70.83,70.28,58924.51,-3.36
2018-02-02,71.14,72.68,72.65,69.91,38992.03,2.63
2018-02-05,71.84,73.67,72.31,71.8,35798.08,-0.43
2018-02-06,71.0,71.0,69.2,68.5,59036.62,-4.45
2018-02-07,71.4,71.58,68.75,68.5,45617.83,-0.61
2018-02-08,68.0,70.42,70.31,67.8,34592.89,2.28
2018-02-09,69.0,69.91,69.75,67.0,54500.26,-0.8
2018-02-12,69.5,72.99,72.62,69.1,55108.12,4.07
2018-02-13,72.7,73.99,71.94,71.51,43575.25,-0.94
2018-02-14,71.95,72.66,72.38,71.8,26334.46,0.63
2018-02-22,73.25,73.89,73.38,72.0,35586.69,1.4
